# sub	sup	accept|reject	reason	sub_wn	sup_wn
# --- geography batch 1 (WordNet): wordnet  ---
sprites	atmospheric-electricity	accept		11475992	11476231
squall-line	cold-front	accept		11460962	11460829
steppe	plain	accept		09445289	09393605
storminess	bad-weather	accept		14523436	14523090
streambed	stream-bed	accept		09448690	09217638
subtropics	climatic-zone	accept		08674344	08542081
sultriness	hot-weather	accept		11466909	11466701
sweat	condensation	accept		11446459	11446242
talus	geological-formation	accept		09454153	09287968
temperate-zone	climatic-zone	accept		08661878	08542081
tempest	windstorm	accept		11518494	11527014
terrace	tableland	accept		09456207	09453008
thundershower	rainstorm	accept		11501988	11501737
tidal-bore	tidal-flow	accept		07403920	07404114
tidewater	coastal-plain	accept		09458372	09248294
transgression	geological-phenomenon	accept		11520435	11417672
tundra	plain	accept		09463226	09393605
turbulence	bad-weather	accept		14524383	14523090
twilight-zone	ocean-floor	reject	a depth zone of the water column, not the floor	09464221	09376526
uphill	ascent	accept		09466678	09206985
virga	precipitation	accept		11509204	11494638
volcanic-crater	geological-formation	accept		09472413	09287968
warren	burrow	accept		09474765	09230041
water-table	geological-formation	accept		09476123	09287968
whirlwind	windstorm	accept		11525779	11527014
wind-rose	weather-map	accept		04590416	04567222
# --- geography batch 4: wordnet  ---
aeolian-deflation	geological-erosion	accept		13499165	13475538
beach-erosion	geological-erosion	accept		13438006	13475538
chatter-mark	geological-erosion	accept		11436163	13475538
clear-air-turbulence	turbulence	accept		14524487	14524383
erosive-wash	streambed	accept		09474895	09448690
geological-abrasion	geological-erosion	accept		13423615	13475538
geological-horizon	layer	accept		08658918	08591680
geyser	outflow	accept		09288635	09443453
glacial-ablation	geological-erosion	accept		13423489	13475538
glacier	ice-mass	accept		09289331	09309292
highland	natural-elevation	accept		09302616	09366317
hot-spring	outflow	accept		09305898	09443453
ice-cap	ice-mass	accept		09308743	09309292
ice-field	ice-mass	accept		09309046	09309292
ice-floe	ice-mass	accept		09309168	09309292
iceberg	ice-mass	accept		09308572	09309292
lakeside	shore	accept		09332890	09433442
liman	lagoon	accept		09339414	09328746
lull	good-weather	accept		14522956	14522113
monsoon-wind	wind	accept		11484741	11525955
natural-ridge	natural-elevation	accept		09409512	09366317
ocean-swell	natural-elevation	reject	the swell of the open sea is a wave, not a landform	09452760	09366317
planation	geological-erosion	accept		13538182	13475538
soil-erosion	geological-erosion	accept		13558003	13475538
# --- geography batch 4: wikidata  ---
beach	shore	accept		09217230	09433442
coast	shore	accept			09433442
lava	magma	accept			
riverbank	shore	accept		09415584	09433442
# --- geography batch 5: wikidata  ---
caliche	sedimentary-rock	accept		14845578	
daylight-saving-time	time-standard	accept			
geohash	geocoding	accept			
local-mean-time	time-standard	accept			
marble	metamorphic-rock	accept		14947807	
marble	sedimentary-rock	reject	marble is metamorphic	14947807	
natural-spring	geographical-feature	accept		09443453	
photogrammetry	remote-sensing	accept			
red-clay	sedimentary-rock	reject	the WordNet red clay is a soil, not a rock	14695069	
river-source	outflow	reject	a river may rise from a lake or glacier, not only a spring	09302127	09443453
sonar	remote-sensing	accept		04259771	
time-zone	time-standard	reject	a region, not a standard	08691276	
# --- geography batch 5: wordnet  ---
berm	ledge	accept		09219233	09337253
bluff	earth-bank	accept		09224725	09213434
due-east	cardinal-compass-point	accept		13832355	13831000
due-west	cardinal-compass-point	accept		13834399	13831000
dune	natural-ridge	accept		09270735	09409512
earth-bank	natural-ridge	accept		09213434	09409512
gravel	rock-material	accept		14698884	14696793
groundmass	rock-material	accept		14891678	14696793
marble	rock-material	accept		14947807	14696793
north	cardinal-compass-point	accept		13831176	13831000
reef	natural-ridge	accept		09406793	09409512
ripple-mark	natural-ridge	accept		09411295	09409512
rock-matrix	rock-material	accept		14949227	14696793
sand-bar	sandbar	accept		09421951	09214060
sandbank	earth-bank	accept		09421799	09213434
sandbar	natural-ridge	accept		09214060	09409512
shingling	rock-material	accept		14700280	14696793
shoal	sandbank	accept		09433312	09421799
south	cardinal-compass-point	accept		13833375	13831000
washout	soil-erosion	accept		13574193	13558003
# --- geography batch 6: wordnet  ---
rain-wash	washout	accept		13545733	13574193
# --- geography batch 6: wikidata  ---
# --- geography batch 7: wordnet  ---
geological-trough	natural-depression	accept		09462773	09366017
# --- geography batch 7: wikidata  ---
cirrocumulus	cumulus	reject	second reading 2026-09-03: a high-cloud genus; cumulus is low		
cirrostratus	stratus	reject	second reading 2026-09-03: a high-cloud genus; stratus is low		
nimbostratus	stratus	reject	second reading 2026-09-03: its own genus		
cliff	escarpment	reject	second reading 2026-09-03: an escarpment is a long cliff at a plateau edge; a cliff need not be		
coastal-plain	coast	reject	second reading 2026-09-03: a plain adjacent to the coast, not the shore itself		
coastal-plain	seashore	reject	second reading 2026-09-03: a plain adjacent to the coast, not the shore itself		
cape	seashore	reject	second reading 2026-09-03: a cape can project into a lake		
dust-devil	motion	reject	second reading 2026-09-03: a whirlwind, not motion		
ice-field	glacier	reject	second reading 2026-09-03: WordNet's ice field floats at sea; it is not a glacier		
lunisolar-calendar	lunar-calendar	reject	second reading 2026-09-03: neither purely lunar nor purely solar		
lunisolar-calendar	solar-calendar	reject	second reading 2026-09-03: neither purely lunar nor purely solar		
neap-tide	high-tide	reject	second reading 2026-09-03: a tide of small range, not a high tide		
neritic-zone	ocean-floor	reject	second reading 2026-09-03: the waters over the shelf, not the floor		
petrology	geomorphology	reject	second reading 2026-09-03: a branch of geology, not of geomorphology		
tectonics	geomorphology	reject	second reading 2026-09-03: a branch of geology, not of geomorphology		
sea-sound	strait	reject	second reading 2026-09-03: a sound is a large inlet, not a strait		
whiteout	snow	reject	second reading 2026-09-03: a visibility condition, not snow		
alluvial-fan	geological-phenomenon	reject	second reading 2026-09-03: a deposit (a formation), not a phenomenon		
sonar	remote-sensing	reject	second reading 2026-09-03: an instrument, not a field		
