# sub	sup	accept|reject	reason	sub_wn	sup_wn — rulings Claude made under Peter's standing permission (moved out of review.tsv 2026-09-03 so attribution is honest; the `claude-ruling` witness)
cartesian-coordinate-system	coordinate-system	accept	geography skeleton, second pass [2026-09-03]		
astrolabe	navigational-instrument	accept	geography skeleton, second pass [2026-09-03]		
hoodoo	geological-formation	accept	geography skeleton, second pass [2026-09-03]		
celestial-equator	great-circle	accept	geography skeleton, second pass [2026-09-03]		
fault-line	geographic-line	accept	geography skeleton, second pass [2026-09-03]		
waterside	land	accept	geography skeleton, second pass [2026-09-03]		
isobar	isoline	accept	geography skeleton, second pass [2026-09-03]		
isotherm	isoline	accept	geography skeleton, second pass [2026-09-03]		
autumnal-equinox	equinox	accept	geography skeleton, second pass [2026-09-03]		
vernal-equinox	equinox	accept	geography skeleton, second pass [2026-09-03]		
summer-solstice	solstice	accept	geography skeleton, second pass [2026-09-03]		
winter-solstice	solstice	accept	geography skeleton, second pass [2026-09-03]		
equal-area-projection	map-projection	accept	geography skeleton, second pass [2026-09-03]		
conformal-projection	map-projection	accept	geography skeleton, second pass [2026-09-03]		
conic-projection	map-projection	accept	geography skeleton, second pass [2026-09-03]		
mercator-projection	map-projection	accept	geography skeleton, second pass [2026-09-03]		
homolosine-projection	equal-area-projection	accept	geography skeleton, second pass [2026-09-03]		
rock-material	material	accept	geography skeleton, third pass [2026-09-03]		
igneous-rock	rock-material	accept	geography skeleton, third pass [2026-09-03]		
sedimentary-rock	rock-material	accept	geography skeleton, third pass [2026-09-03]		
metamorphic-rock	rock-material	accept	geography skeleton, third pass [2026-09-03]		
lava	rock-material	accept	geography skeleton, third pass [2026-09-03]		
magma	rock-material	accept	geography skeleton, third pass [2026-09-03]		
clast	rock	accept	geography skeleton, third pass [2026-09-03]		
stratum	layer	accept	geography skeleton, third pass [2026-09-03]		
compass-point	concept	accept	geography skeleton, third pass [2026-09-03]		
time-standard	concept	accept	geography skeleton, third pass [2026-09-03]		
tropical-year	quantity	accept	geography skeleton, third pass [2026-09-03]		
leap-year	quantity	accept	geography skeleton, third pass [2026-09-03]		
sidereal-day	quantity	accept	geography skeleton, third pass [2026-09-03]		
geocoding	activity	accept	geography skeleton, third pass [2026-09-03]		
reverse-geocoding	geocoding	accept	geography skeleton, third pass [2026-09-03]		
geospatial-analysis	activity	accept	geography skeleton, third pass [2026-09-03]		
geotagging	activity	accept	geography skeleton, third pass [2026-09-03]		
gps-receiver	instrument	accept	geography skeleton, third pass [2026-09-03]		
sextant	instrument	accept	geography skeleton, third pass [2026-09-03]		
astrolabe	instrument	accept	geography skeleton, third pass [2026-09-03]		
marine-chronometer	instrument	accept	geography skeleton, third pass [2026-09-03]		
odometer	instrument	accept	geography skeleton, third pass [2026-09-03]		
hygrometer	instrument	accept	geography skeleton, third pass [2026-09-03]		
seismometer	instrument	accept	geography skeleton, third pass [2026-09-03]		
tide-gauge	instrument	accept	geography skeleton, third pass [2026-09-03]		
lidar	instrument	accept	geography skeleton, third pass [2026-09-03]		
total-station	instrument	accept	geography skeleton, third pass [2026-09-03]		
theodolite	instrument	accept	geography skeleton, third pass [2026-09-03]		
gyrocompass	instrument	accept	geography skeleton, third pass [2026-09-03]		
pedometer	instrument	accept	geography skeleton, third pass [2026-09-03]		
radar	instrument	accept	geography skeleton, third pass [2026-09-03]		
surveying	activity	accept	geography skeleton, third pass [2026-09-03]		
gravimetry	activity	accept	geography skeleton, third pass [2026-09-03]		
photogrammetry	activity	accept	geography skeleton, third pass [2026-09-03]		
remote-sensing	activity	accept	geography skeleton, third pass [2026-09-03]		
bathymetry	activity	accept	geography skeleton, third pass [2026-09-03]		
geodetic-network	collection	accept	geography skeleton, third pass [2026-09-03]		
spatial-database	information	accept	geography skeleton, third pass [2026-09-03]		
climate-classification	concept	accept	geography skeleton, third pass [2026-09-03]		
dew-point	quantity	accept	geography skeleton, third pass [2026-09-03]		
coriolis-force	concept	accept	geography skeleton, third pass [2026-09-03]		
earth-magnetic-field	natural-event	accept	geography skeleton, third pass [2026-09-03]		
earth-radius	quantity	accept	geography skeleton, third pass [2026-09-03]		
great-circle-distance	quantity	accept	geography skeleton, third pass [2026-09-03]		
travel-distance	quantity	accept	geography skeleton, third pass [2026-09-03]		
decimal-degrees	code	accept	geography skeleton, third pass [2026-09-03]		
mercalli-scale	measure	accept	geography skeleton, third pass [2026-09-03]		
richter-magnitude-scale	measure	accept	geography skeleton, third pass [2026-09-03]		
moment-magnitude-scale	measure	accept	geography skeleton, third pass [2026-09-03]		
beaufort-scale	measure	accept	geography skeleton, third pass [2026-09-03]		
hypocenter	place	accept	geography skeleton, third pass [2026-09-03]		
esker	natural-ridge	accept	geography skeleton, third pass [2026-09-03]		
berm	geological-formation	accept	geography skeleton, third pass [2026-09-03]		
bluff	cliff	accept	geography skeleton, third pass [2026-09-03]		
ledge	natural-ridge	accept	geography skeleton, third pass [2026-09-03]		
shoal	natural-elevation	accept	geography skeleton, third pass [2026-09-03]		
sandbar	shoal	accept	geography skeleton, third pass [2026-09-03]		
earth-bank	natural-elevation	accept	geography skeleton, third pass [2026-09-03]		
ripple-mark	geological-formation	accept	geography skeleton, third pass [2026-09-03]		
mohorovicic-discontinuity	earth-structure	accept	geography skeleton, third pass [2026-09-03]		
great-rift-valley	valley	accept	geography skeleton, third pass [2026-09-03]		
dry-season	season	accept	geography skeleton, third pass [2026-09-03]		
rainy-season	season	accept	geography skeleton, third pass [2026-09-03]		
monsoon-season	rainy-season	accept	geography skeleton, third pass [2026-09-03]		
plate-tectonics	concept	accept	geography skeleton, third pass [2026-09-03]		
koppen-climate-classification	climate-classification	accept	geography skeleton, third pass [2026-09-03]		
natural-ridge	natural-elevation	accept	geography skeleton, third pass [2026-09-03]		
geological-erosion	geological-process	accept	geography skeleton, third pass [2026-09-03]		
aeolian-deflation	geological-erosion	accept	geography skeleton, third pass [2026-09-03]		
lakeside	shore	accept	geography skeleton, third pass [2026-09-03]		
julian-day	time-standard	accept	geography skeleton, third pass [2026-09-03]		
unix-time	time-standard	accept	geography skeleton, third pass [2026-09-03]		
coordinated-universal-time	time-standard	accept	geography skeleton, third pass [2026-09-03]		
international-atomic-time	time-standard	accept	geography skeleton, third pass [2026-09-03]		
gps-time	time-standard	accept	geography skeleton, third pass [2026-09-03]		
sidereal-time	time-standard	accept	geography skeleton, third pass [2026-09-03]		
solar-time	time-standard	accept	geography skeleton, third pass [2026-09-03]		
local-mean-time	solar-time	accept	geography skeleton, third pass [2026-09-03]		
leap-second	time-standard	accept	geography skeleton, third pass [2026-09-03]		
geologic-time-scale	time-standard	accept	geography skeleton, third pass [2026-09-03]		
intercardinal-direction	compass-point	accept	geography skeleton, third pass [2026-09-03]		
season	event	accept	geography skeleton, third pass — core leaves season unplaced [2026-09-03]		
compass-point	concept	accept	geography skeleton [2026-09-03]		
neap-tide	tide	accept	second reading [2026-09-03]		
neritic-zone	geographical-area	accept	second reading [2026-09-03]		
petrology	geology	accept	second reading [2026-09-03]		
tectonics	geology	accept	second reading [2026-09-03]		
sea-sound	inlet	accept	second reading [2026-09-03]		
whiteout	weather	accept	second reading [2026-09-03]		
alluvial-fan	geological-formation	accept	second reading [2026-09-03]		
sandbar	shoal	accept	second reading [2026-09-03]		
