# sub	sup	accept|reject	reason	sub_wn	sup_wn — rulings Claude made under Peter's standing permission (moved out of review.tsv 2026-09-03 so attribution is honest; the `claude-ruling` witness)
wiki-software	web-application	accept	computing skeleton [2026-09-03]		
mediawiki	wiki-software	accept	computing skeleton [2026-09-03]		
wikibase	software	accept	computing skeleton [2026-09-03]		
wikipedia	online-encyclopedia	accept	computing skeleton [2026-09-03]		
wikipedia	wiki	accept	computing skeleton [2026-09-03]		
wikidata	knowledge-base	accept	computing skeleton [2026-09-03]		
wikidata	knowledge-graph	accept	computing skeleton [2026-09-03]		
wikidata	wiki	accept	computing skeleton [2026-09-03]		
wikidata-query-service	sparql-endpoint	accept	computing skeleton [2026-09-03]		
wiktionary	wiki	accept	computing skeleton [2026-09-03]		
wiktionary	dictionary	accept	computing skeleton [2026-09-03]		
wikimedia-commons	web-site	accept	computing skeleton [2026-09-03]		
wikimedia-foundation	nonprofit-organization	accept	computing skeleton [2026-09-03]		
dbpedia	knowledge-base	accept	computing skeleton [2026-09-03]		
yago	knowledge-base	accept	computing skeleton [2026-09-03]		
freebase	knowledge-base	accept	computing skeleton [2026-09-03]		
cyc	knowledge-base	accept	computing skeleton [2026-09-03]		
wordnet	lexical-database	accept	computing skeleton [2026-09-03]		
schema-org	computational-ontology	accept	computing skeleton [2026-09-03]		
schema-org	web-standard	accept	computing skeleton [2026-09-03]		
openstreetmap	dataset	accept	computing skeleton [2026-09-03]		
openstreetmap	web-site	accept	computing skeleton [2026-09-03]		
github	web-site	accept	computing skeleton [2026-09-03]		
github	software-repository	accept	computing skeleton [2026-09-03]		
stack-overflow	web-site	accept	computing skeleton [2026-09-03]		
knowledge-graph	knowledge-base	accept	computing skeleton [2026-09-03]		
knowledge-base	database	accept	computing skeleton [2026-09-03]		
information-retrieval	computer-science	accept	computing skeleton [2026-09-03]		
search-engine	application	accept	computing skeleton [2026-09-03]		
web-search-engine	search-engine	accept	computing skeleton [2026-09-03]		
search-engine-indexing	data-processing	accept	computing skeleton [2026-09-03]		
inverted-index	database-index	accept	computing skeleton [2026-09-03]		
full-text-search	information-retrieval	accept	computing skeleton [2026-09-03]		
search-relevance	property	accept	computing skeleton [2026-09-03]		
tf-idf	quantity	accept	computing skeleton [2026-09-03]		
okapi-bm25	algorithm	accept	computing skeleton [2026-09-03]		
pagerank	algorithm	accept	computing skeleton [2026-09-03]		
search-query	text	accept	computing skeleton [2026-09-03]		
query-expansion	data-processing-technique	accept	computing skeleton [2026-09-03]		
faceted-search	information-retrieval	accept	computing skeleton [2026-09-03]		
recommender-system	software	accept	computing skeleton [2026-09-03]		
web-crawler	computer-program	accept	computing skeleton [2026-09-03]		
information-architecture	concept	accept	computing skeleton [2026-09-03]		
digital-library	electronic-database	accept	computing skeleton [2026-09-03]		
digital-preservation	practice	accept	computing skeleton [2026-09-03]		
digital-archive	digital-library	accept	computing skeleton [2026-09-03]		
file-archiver	utility-program	accept	computing skeleton [2026-09-03]		
data-curation	practice	accept	computing skeleton [2026-09-03]		
data-lineage	metadata	accept	computing skeleton [2026-09-03]		
data-lineage	information	accept	computing skeleton [2026-09-03]		
email	communication	accept	computing skeleton [2026-09-03]		
simple-mail-transfer-protocol	email-protocol	accept	computing skeleton [2026-09-03]		
internet-message-access-protocol	email-protocol	accept	computing skeleton [2026-09-03]		
post-office-protocol	email-protocol	accept	computing skeleton [2026-09-03]		
mime	internet-standard	accept	computing skeleton [2026-09-03]		
file-transfer-protocol	application-layer-protocol	accept	computing skeleton [2026-09-03]		
secure-shell	cryptographic-protocol	accept	computing skeleton [2026-09-03]		
secure-shell	application-layer-protocol	accept	computing skeleton [2026-09-03]		
openssh	software	accept	computing skeleton [2026-09-03]		
ssh-file-transfer-protocol	application-layer-protocol	accept	computing skeleton [2026-09-03]		
rsync	software	accept	computing skeleton [2026-09-03]		
rsync	communications-protocol	accept	computing skeleton [2026-09-03]		
network-time-protocol	application-layer-protocol	accept	computing skeleton [2026-09-03]		
mqtt	messaging-protocol	accept	computing skeleton [2026-09-03]		
amqp	messaging-protocol	accept	computing skeleton [2026-09-03]		
websocket	communications-protocol	accept	computing skeleton [2026-09-03]		
webrtc	application-programming-interface	accept	computing skeleton [2026-09-03]		
xmpp	messaging-protocol	accept	computing skeleton [2026-09-03]		
matrix-protocol	messaging-protocol	accept	computing skeleton [2026-09-03]		
activitypub	communications-protocol	accept	computing skeleton [2026-09-03]		
rss	web-feed	accept	computing skeleton [2026-09-03]		
remote-procedure-call	communications-protocol	accept	computing skeleton [2026-09-03]		
grpc	remote-procedure-call	accept	computing skeleton [2026-09-03]		
representational-state-transfer	software-architecture	accept	computing skeleton [2026-09-03]		
soap	communications-protocol	accept	computing skeleton [2026-09-03]		
webhook	data-processing-technique	accept	computing skeleton [2026-09-03]		
oauth	authentication-protocol	accept	computing skeleton [2026-09-03]		
openid-connect	authentication-protocol	accept	computing skeleton [2026-09-03]		
saml	authentication-protocol	accept	computing skeleton [2026-09-03]		
saml	markup-language	accept	computing skeleton [2026-09-03]		
json-web-token	technical-standard	accept	computing skeleton [2026-09-03]		
kerberos-protocol	authentication-protocol	accept	computing skeleton [2026-09-03]		
ldap	application-layer-protocol	accept	computing skeleton [2026-09-03]		
authentication	data-processing	accept	computing skeleton [2026-09-03]		
authorization	data-processing	accept	computing skeleton [2026-09-03]		
access-control	computer-security	accept	computing skeleton [2026-09-03]		
access-control-list	list	accept	computing skeleton [2026-09-03]		
role-based-access-control	access-control	accept	computing skeleton [2026-09-03]		
capability-based-security	access-control	accept	computing skeleton [2026-09-03]		
principle-of-least-privilege	rule	accept	computing skeleton [2026-09-03]		
password	information	accept	computing skeleton [2026-09-03]		
passphrase	password	accept	computing skeleton [2026-09-03]		
multi-factor-authentication	authentication	accept	computing skeleton [2026-09-03]		
single-sign-on	authentication	accept	computing skeleton [2026-09-03]		
encryption	data-processing	accept	computing skeleton [2026-09-03]		
end-to-end-encryption	encryption	accept	computing skeleton [2026-09-03]		
public-key-cryptography	cryptography	accept	computing skeleton [2026-09-03]		
symmetric-key-cryptography	cryptography	accept	computing skeleton [2026-09-03]		
cryptography	computer-science	accept	computing skeleton [2026-09-03]		
digital-signature	information	accept	computing skeleton [2026-09-03]		
hmac	message-authentication-code	accept	computing skeleton [2026-09-03]		
message-authentication-code	code	accept	computing skeleton [2026-09-03]		
cryptographic-hash-function	hash-function	accept	computing skeleton [2026-09-03]		
hash-function	algorithm	accept	computing skeleton [2026-09-03]		
hash-collision	event	accept	computing skeleton [2026-09-03]		
checksum	code	accept	computing skeleton [2026-09-03]		
cyclic-redundancy-check	checksum	accept	computing skeleton [2026-09-03]		
information-security	practice	accept	computing skeleton [2026-09-03]		
computer-security	information-security	accept	computing skeleton [2026-09-03]		
security-vulnerability	defect	accept	computing skeleton [2026-09-03]		
security-exploit	software	accept	computing skeleton [2026-09-03]		
zero-day-exploit	security-exploit	accept	computing skeleton [2026-09-03]		
malware	software	accept	computing skeleton [2026-09-03]		
ransomware	malware	accept	computing skeleton [2026-09-03]		
rootkit	malware	accept	computing skeleton [2026-09-03]		
botnet	computer-network	accept	computing skeleton [2026-09-03]		
phishing	cyberattack	accept	computing skeleton [2026-09-03]		
phishing	fraud	accept	computing skeleton [2026-09-03]		
denial-of-service-attack	cyberattack	accept	computing skeleton [2026-09-03]		
sql-injection	cyberattack	accept	computing skeleton [2026-09-03]		
cross-site-scripting	security-vulnerability	accept	computing skeleton [2026-09-03]		
man-in-the-middle-attack	cyberattack	accept	computing skeleton [2026-09-03]		
social-engineering-attack	cyberattack	accept	computing skeleton [2026-09-03]		
software-sandbox	computer-security-system	accept	computing skeleton [2026-09-03]		
penetration-test	test	accept	computing skeleton [2026-09-03]		
test	activity	accept	computing skeleton [2026-09-03]		
intrusion-detection-system	computer-security-system	accept	computing skeleton [2026-09-03]		
antivirus-software	utility-program	accept	computing skeleton [2026-09-03]		
software-patch	software	accept	computing skeleton [2026-09-03]		
software-update	process	accept	computing skeleton [2026-09-03]		
computer-science	formal-science	accept	computing skeleton [2026-09-03]		
theoretical-computer-science	computer-science	accept	computing skeleton [2026-09-03]		
software-engineering	engineering	accept	computing skeleton [2026-09-03]		
software-engineering	computer-science	accept	computing skeleton [2026-09-03]		
software-architecture	concept	accept	computing skeleton [2026-09-03]		
software-architecture	software-engineering	accept	computing skeleton [2026-09-03]		
computer-programming	activity	accept	computing skeleton [2026-09-03]		
computer-programming	skill	accept	computing skeleton [2026-09-03]		
programming-paradigm	style	accept	computing skeleton [2026-09-03]		
programming-paradigm	concept	accept	computing skeleton [2026-09-03]		
imperative-programming	programming-paradigm	accept	computing skeleton [2026-09-03]		
declarative-programming	programming-paradigm	accept	computing skeleton [2026-09-03]		
functional-programming	declarative-programming	accept	computing skeleton [2026-09-03]		
object-oriented-programming	programming-paradigm	accept	computing skeleton [2026-09-03]		
procedural-programming	imperative-programming	accept	computing skeleton [2026-09-03]		
structured-programming	imperative-programming	accept	computing skeleton [2026-09-03]		
event-driven-programming	programming-paradigm	accept	computing skeleton [2026-09-03]		
reactive-programming	programming-paradigm	accept	computing skeleton [2026-09-03]		
concurrent-programming	programming-paradigm	accept	computing skeleton [2026-09-03]		
logic-programming	declarative-programming	accept	computing skeleton [2026-09-03]		
metaprogramming	programming-paradigm	accept	computing skeleton [2026-09-03]		
generic-programming	programming-paradigm	accept	computing skeleton [2026-09-03]		
aspect-oriented-programming	programming-paradigm	accept	computing skeleton [2026-09-03]		
prototype-based-programming	object-oriented-programming	accept	computing skeleton [2026-09-03]		
dynamic-programming	method	accept	computing skeleton [2026-09-03]		
programming-language	computer-language	accept	computing skeleton [2026-09-03]		
compiled-language	programming-language	accept	computing skeleton [2026-09-03]		
interpreted-language	programming-language	accept	computing skeleton [2026-09-03]		
scripting-language	programming-language	accept	computing skeleton [2026-09-03]		
markup-language	computer-language	accept	computing skeleton [2026-09-03]		
query-language	computer-language	accept	computing skeleton [2026-09-03]		
domain-specific-language	computer-language	accept	computing skeleton [2026-09-03]		
assembly-language	programming-language	accept	computing skeleton [2026-09-03]		
machine-code	code	accept	computing skeleton [2026-09-03]		
intermediate-representation	data-structure	accept	computing skeleton [2026-09-03]		
abstract-syntax-tree	tree-data-structure	accept	computing skeleton [2026-09-03]		
lexer	computer-program	accept	computing skeleton [2026-09-03]		
parser	computer-program	accept	computing skeleton [2026-09-03]		
compiler	programming-tool	accept	computing skeleton [2026-09-03]		
program-interpreter	programming-tool	accept	computing skeleton [2026-09-03]		
just-in-time-compilation	method	accept	computing skeleton [2026-09-03]		
linker	programming-tool	accept	computing skeleton [2026-09-03]		
program-loader	system-software	accept	computing skeleton [2026-09-03]		
build-automation	data-processing	accept	computing skeleton [2026-09-03]		
build-system	programming-tool	accept	computing skeleton [2026-09-03]		
makefile	configuration-file	accept	computing skeleton [2026-09-03]		
toolchain	programming-tool	accept	computing skeleton [2026-09-03]		
integrated-development-environment	programming-tool	accept	computing skeleton [2026-09-03]		
text-editor	application	accept	computing skeleton [2026-09-03]		
debugger	programming-tool	accept	computing skeleton [2026-09-03]		
debugging	activity	accept	computing skeleton [2026-09-03]		
linter	programming-tool	accept	computing skeleton [2026-09-03]		
static-program-analysis	data-processing	accept	computing skeleton [2026-09-03]		
formal-verification	method	accept	computing skeleton [2026-09-03]		
type-system	concept	accept	computing skeleton [2026-09-03]		
static-typing	type-system	accept	computing skeleton [2026-09-03]		
dynamic-typing	type-system	accept	computing skeleton [2026-09-03]		
type-inference	data-processing	accept	computing skeleton [2026-09-03]		
strong-typing	type-system	accept	computing skeleton [2026-09-03]		
duck-typing	dynamic-typing	accept	computing skeleton [2026-09-03]		
data-type	concept	accept	computing skeleton [2026-09-03]		
primitive-data-type	data-type	accept	computing skeleton [2026-09-03]		
integer-data-type	primitive-data-type	accept	computing skeleton [2026-09-03]		
floating-point-format	primitive-data-type	accept	computing skeleton [2026-09-03]		
character-string	data-type	accept	computing skeleton [2026-09-03]		
boolean-data-type	primitive-data-type	accept	computing skeleton [2026-09-03]		
character-data-type	primitive-data-type	accept	computing skeleton [2026-09-03]		
array-data-structure	data-structure	accept	computing skeleton [2026-09-03]		
associative-array	abstract-data-type	accept	computing skeleton [2026-09-03]		
record-data-type	data-type	accept	computing skeleton [2026-09-03]		
enumerated-type	data-type	accept	computing skeleton [2026-09-03]		
pointer-data-type	data-type	accept	computing skeleton [2026-09-03]		
reference-data-type	data-type	accept	computing skeleton [2026-09-03]		
null-pointer	pointer-data-type	accept	computing skeleton [2026-09-03]		
program-variable	concept	accept	computing skeleton [2026-09-03]		
program-constant	program-variable	accept	computing skeleton [2026-09-03]		
program-expression	code	accept	computing skeleton [2026-09-03]		
program-statement	code	accept	computing skeleton [2026-09-03]		
control-flow	concept	accept	computing skeleton [2026-09-03]		
conditional-statement	program-statement	accept	computing skeleton [2026-09-03]		
subroutine	software	accept	computing skeleton [2026-09-03]		
object-method	subroutine	accept	computing skeleton [2026-09-03]		
lexical-closure	subroutine	accept	computing skeleton [2026-09-03]		
higher-order-function	subroutine	accept	computing skeleton [2026-09-03]		
anonymous-function	subroutine	accept	computing skeleton [2026-09-03]		
callback-function	subroutine	accept	computing skeleton [2026-09-03]		
coroutine	subroutine	accept	computing skeleton [2026-09-03]		
generator-routine	coroutine	accept	computing skeleton [2026-09-03]		
iterator	software-object	accept	computing skeleton [2026-09-03]		
exception-handling	data-processing-technique	accept	computing skeleton [2026-09-03]		
program-assertion	program-statement	accept	computing skeleton [2026-09-03]		
program-invariant	property	accept	computing skeleton [2026-09-03]		
postcondition	condition	accept	computing skeleton [2026-09-03]		
design-by-contract	software-development-methodology	accept	computing skeleton [2026-09-03]		
computational-side-effect	event	accept	computing skeleton [2026-09-03]		
pure-function	subroutine	accept	computing skeleton [2026-09-03]		
immutable-object	software-object	accept	computing skeleton [2026-09-03]		
referential-transparency	property	accept	computing skeleton [2026-09-03]		
lazy-evaluation	data-processing-technique	accept	computing skeleton [2026-09-03]		
eager-evaluation	data-processing-technique	accept	computing skeleton [2026-09-03]		
memoization	data-processing-technique	accept	computing skeleton [2026-09-03]		
programming-monad	software-design-pattern	accept	computing skeleton [2026-09-03]		
type-class	type-system	accept	computing skeleton [2026-09-03]		
algebraic-data-type	data-type	accept	computing skeleton [2026-09-03]		
pattern-matching	data-processing-technique	accept	computing skeleton [2026-09-03]		
tail-call	subroutine-call	accept	computing skeleton [2026-09-03]		
concurrency	property	accept	computing skeleton [2026-09-03]		
parallel-computing	data-processing	accept	computing skeleton [2026-09-03]		
distributed-computing	data-processing	accept	computing skeleton [2026-09-03]		
multithreading	data-processing-technique	accept	computing skeleton [2026-09-03]		
race-condition	software-bug	accept	computing skeleton [2026-09-03]		
deadlock	state	accept	computing skeleton [2026-09-03]		
mutex	software-object	accept	computing skeleton [2026-09-03]		
semaphore-primitive	software-object	accept	computing skeleton [2026-09-03]		
atomic-operation	computer-operation	accept	computing skeleton [2026-09-03]		
asynchronous-io	data-processing	accept	computing skeleton [2026-09-03]		
event-loop	software-design-pattern	accept	computing skeleton [2026-09-03]		
message-passing	data-processing-technique	accept	computing skeleton [2026-09-03]		
actor-model	model-of-computation	accept	computing skeleton [2026-09-03]		
software-transactional-memory	concurrency-control	accept	computing skeleton [2026-09-03]		
mapreduce	software-design-pattern	accept	computing skeleton [2026-09-03]		
mapreduce	data-processing-technique	accept	computing skeleton [2026-09-03]		
distributed-system	computer-system	accept	computing skeleton [2026-09-03]		
grid-computing	distributed-computing	accept	computing skeleton [2026-09-03]		
cloud-computing	distributed-computing	accept	computing skeleton [2026-09-03]		
infrastructure-as-a-service	cloud-computing	accept	computing skeleton [2026-09-03]		
platform-as-a-service	cloud-computing	accept	computing skeleton [2026-09-03]		
software-as-a-service	cloud-computing	accept	computing skeleton [2026-09-03]		
serverless-computing	cloud-computing	accept	computing skeleton [2026-09-03]		
virtualization	data-processing-technique	accept	computing skeleton [2026-09-03]		
virtual-machine	software	accept	computing skeleton [2026-09-03]		
hypervisor	system-software	accept	computing skeleton [2026-09-03]		
software-container	virtualization	accept	computing skeleton [2026-09-03]		
docker	software	accept	computing skeleton [2026-09-03]		
docker	software-container	accept	computing skeleton [2026-09-03]		
kubernetes	software	accept	computing skeleton [2026-09-03]		
container-orchestration	data-processing	accept	computing skeleton [2026-09-03]		
microservices	software-architecture	accept	computing skeleton [2026-09-03]		
monolithic-application	software-architecture	accept	computing skeleton [2026-09-03]		
service-oriented-architecture	software-architecture	accept	computing skeleton [2026-09-03]		
client-server-model	software-architecture	accept	computing skeleton [2026-09-03]		
peer-to-peer	network-architecture	accept	computing skeleton [2026-09-03]		
peer-to-peer	software-architecture	accept	computing skeleton [2026-09-03]		
three-tier-architecture	software-architecture	accept	computing skeleton [2026-09-03]		
model-view-controller	software-design-pattern	accept	computing skeleton [2026-09-03]		
software-design-pattern	concept	accept	computing skeleton [2026-09-03]		
singleton-pattern	software-design-pattern	accept	computing skeleton [2026-09-03]		
observer-pattern	software-design-pattern	accept	computing skeleton [2026-09-03]		
factory-method-pattern	software-design-pattern	accept	computing skeleton [2026-09-03]		
dependency-injection	software-design-pattern	accept	computing skeleton [2026-09-03]		
inversion-of-control	software-design-pattern	accept	computing skeleton [2026-09-03]		
separation-of-concerns	rule	accept	computing skeleton [2026-09-03]		
software-coupling	property	accept	computing skeleton [2026-09-03]		
software-cohesion	property	accept	computing skeleton [2026-09-03]		
software-abstraction	concept	accept	computing skeleton [2026-09-03]		
object-encapsulation	data-processing-technique	accept	computing skeleton [2026-09-03]		
class-inheritance	data-processing-technique	accept	computing skeleton [2026-09-03]		
type-polymorphism	property	accept	computing skeleton [2026-09-03]		
abstract-data-type	data-type	accept	computing skeleton [2026-09-03]		
object-class	data-type	accept	computing skeleton [2026-09-03]		
software-object	information	accept	computing skeleton [2026-09-03]		
object-instance	software-object	accept	computing skeleton [2026-09-03]		
mixin	object-class	accept	computing skeleton [2026-09-03]		
programming-trait	object-class	accept	computing skeleton [2026-09-03]		
program-module	software	accept	computing skeleton [2026-09-03]		
software-package	software	accept	computing skeleton [2026-09-03]		
software-library	software	accept	computing skeleton [2026-09-03]		
software-framework	software-library	accept	computing skeleton [2026-09-03]		
software-development-kit	software	accept	computing skeleton [2026-09-03]		
middleware	system-software	accept	computing skeleton [2026-09-03]		
runtime-system	system-software	accept	computing skeleton [2026-09-03]		
standard-library	software-library	accept	computing skeleton [2026-09-03]		
software-dependency	property	accept	computing skeleton [2026-09-03]		
dependency-hell	state	accept	computing skeleton [2026-09-03]		
semantic-versioning	software-versioning	accept	computing skeleton [2026-09-03]		
software-versioning	practice	accept	computing skeleton [2026-09-03]		
package-manager	utility-program	accept	computing skeleton [2026-09-03]		
software-repository	electronic-database	accept	computing skeleton [2026-09-03]		
version-control	practice	accept	computing skeleton [2026-09-03]		
version-control-software	software	accept	computing skeleton [2026-09-03]		
git	version-control-software	accept	computing skeleton [2026-09-03]		
git	distributed-version-control	accept	computing skeleton [2026-09-03]		
mercurial	version-control-software	accept	computing skeleton [2026-09-03]		
apache-subversion	version-control-software	accept	computing skeleton [2026-09-03]		
distributed-version-control	version-control	accept	computing skeleton [2026-09-03]		
version-control-commit	record	accept	computing skeleton [2026-09-03]		
version-control-branch	data-structure	accept	computing skeleton [2026-09-03]		
version-control-merge	data-processing	accept	computing skeleton [2026-09-03]		
pull-request	message	accept	computing skeleton [2026-09-03]		
code-review	software-development-practice	accept	computing skeleton [2026-09-03]		
continuous-integration	software-development-practice	accept	computing skeleton [2026-09-03]		
continuous-delivery	software-development-practice	accept	computing skeleton [2026-09-03]		
continuous-deployment	continuous-delivery	accept	computing skeleton [2026-09-03]		
devops	software-development-methodology	accept	computing skeleton [2026-09-03]		
agile-software-development	software-development-methodology	accept	computing skeleton [2026-09-03]		
kanban-software-development	agile-software-development	accept	computing skeleton [2026-09-03]		
waterfall-model	software-development-methodology	accept	computing skeleton [2026-09-03]		
test-driven-development	software-development-practice	accept	computing skeleton [2026-09-03]		
behavior-driven-development	agile-software-development	accept	computing skeleton [2026-09-03]		
software-testing	activity	accept	computing skeleton [2026-09-03]		
unit-testing	software-testing	accept	computing skeleton [2026-09-03]		
integration-testing	software-testing	accept	computing skeleton [2026-09-03]		
regression-testing	software-testing	accept	computing skeleton [2026-09-03]		
test-automation	software-testing	accept	computing skeleton [2026-09-03]		
fuzzing	software-testing	accept	computing skeleton [2026-09-03]		
mutation-testing	software-testing	accept	computing skeleton [2026-09-03]		
code-coverage	measure	accept	computing skeleton [2026-09-03]		
software-logging	data-processing	accept	computing skeleton [2026-09-03]		
log-file	record	accept	computing skeleton [2026-09-03]		
system-monitoring	activity	accept	computing skeleton [2026-09-03]		
observability	software-quality-attribute	accept	computing skeleton [2026-09-03]		
technical-debt	concept	accept	computing skeleton [2026-09-03]		
code-refactoring	software-development-practice	accept	computing skeleton [2026-09-03]		
code-smell	defect	accept	computing skeleton [2026-09-03]		
software-bug	defect	accept	computing skeleton [2026-09-03]		
semantic-error	software-error	accept	computing skeleton [2026-09-03]		
syntax-error	software-error	accept	computing skeleton [2026-09-03]		
software-maintenance	activity	accept	computing skeleton [2026-09-03]		
legacy-system	computer-system	accept	computing skeleton [2026-09-03]		
technical-documentation	document	accept	computing skeleton [2026-09-03]		
software-specification	document	accept	computing skeleton [2026-09-03]		
requirements-analysis	data-processing	accept	computing skeleton [2026-09-03]		
requirements-analysis	activity	accept	computing skeleton [2026-09-03]		
software-license	license	accept	computing skeleton [2026-09-03]		
open-source-software	software	accept	computing skeleton [2026-09-03]		
free-software	software	accept	computing skeleton [2026-09-03]		
free-and-open-source-software	open-source-software	accept	computing skeleton [2026-09-03]		
free-and-open-source-software	free-software	accept	computing skeleton [2026-09-03]		
open-source	open-source-model	accept	computing skeleton [2026-09-03]		
copyleft	license	accept	computing skeleton [2026-09-03]		
gnu-general-public-license	software-license	accept	computing skeleton [2026-09-03]		
gnu-general-public-license	copyleft	accept	computing skeleton [2026-09-03]		
mit-license	software-license	accept	computing skeleton [2026-09-03]		
bsd-license	software-license	accept	computing skeleton [2026-09-03]		
apache-license	software-license	accept	computing skeleton [2026-09-03]		
creative-commons-license	license	accept	computing skeleton [2026-09-03]		
public-domain	state	accept	computing skeleton [2026-09-03]		
open-source-initiative	nonprofit-organization	accept	computing skeleton [2026-09-03]		
free-software-foundation	nonprofit-organization	accept	computing skeleton [2026-09-03]		
gnu-project	organization	accept	computing skeleton [2026-09-03]		
linux-foundation	nonprofit-organization	accept	computing skeleton [2026-09-03]		
apache-software-foundation	nonprofit-organization	accept	computing skeleton [2026-09-03]		
mozilla-foundation	nonprofit-organization	accept	computing skeleton [2026-09-03]		
internet-engineering-task-force	standards-organization	accept	computing skeleton [2026-09-03]		
world-wide-web-consortium	standards-organization	accept	computing skeleton [2026-09-03]		
algorithm	procedure	accept	computing skeleton [2026-09-03]		
sorting-algorithm	algorithm	accept	computing skeleton [2026-09-03]		
quicksort	sorting-algorithm	accept	computing skeleton [2026-09-03]		
merge-sort	sorting-algorithm	accept	computing skeleton [2026-09-03]		
heapsort	sorting-algorithm	accept	computing skeleton [2026-09-03]		
insertion-sort	sorting-algorithm	accept	computing skeleton [2026-09-03]		
bubble-sort	sorting-algorithm	accept	computing skeleton [2026-09-03]		
radix-sort	sorting-algorithm	accept	computing skeleton [2026-09-03]		
search-algorithm	algorithm	accept	computing skeleton [2026-09-03]		
binary-search	search-algorithm	accept	computing skeleton [2026-09-03]		
linear-search	search-algorithm	accept	computing skeleton [2026-09-03]		
hash-table	data-structure	accept	computing skeleton [2026-09-03]		
hash-table	associative-array	accept	computing skeleton [2026-09-03]		
distributed-hash-table	hash-table	accept	computing skeleton [2026-09-03]		
distributed-hash-table	distributed-system	accept	computing skeleton [2026-09-03]		
kademlia	distributed-hash-table	accept	computing skeleton [2026-09-03]		
chord-protocol	distributed-hash-table	accept	computing skeleton [2026-09-03]		
bloom-filter	data-structure	accept	computing skeleton [2026-09-03]		
divide-and-conquer-algorithm	algorithm	accept	computing skeleton [2026-09-03]		
greedy-algorithm	algorithm	accept	computing skeleton [2026-09-03]		
backtracking-search	search-algorithm	accept	computing skeleton [2026-09-03]		
branch-and-bound	algorithm	accept	computing skeleton [2026-09-03]		
randomized-algorithm	algorithm	accept	computing skeleton [2026-09-03]		
approximation-algorithm	algorithm	accept	computing skeleton [2026-09-03]		
graph-algorithm	algorithm	accept	computing skeleton [2026-09-03]		
shortest-path	computational-problem	accept	computing skeleton [2026-09-03]		
dijkstra-algorithm	graph-algorithm	accept	computing skeleton [2026-09-03]		
a-star-search	graph-algorithm	accept	computing skeleton [2026-09-03]		
breadth-first-search	graph-algorithm	accept	computing skeleton [2026-09-03]		
depth-first-search	graph-algorithm	accept	computing skeleton [2026-09-03]		
topological-ordering	data-processing	accept	computing skeleton [2026-09-03]		
minimum-spanning-tree	tree-data-structure	accept	computing skeleton [2026-09-03]		
kruskals-algorithm	graph-algorithm	accept	computing skeleton [2026-09-03]		
maximum-flow-problem	computational-problem	accept	computing skeleton [2026-09-03]		
string-searching-algorithm	string-algorithm	accept	computing skeleton [2026-09-03]		
knuth-morris-pratt-algorithm	string-searching-algorithm	accept	computing skeleton [2026-09-03]		
regular-expression	pattern	accept	computing skeleton [2026-09-03]		
regular-expression	code	accept	computing skeleton [2026-09-03]		
finite-automaton	model-of-computation	accept	computing skeleton [2026-09-03]		
pushdown-automaton	finite-automaton	accept	computing skeleton [2026-09-03]		
formal-grammar	concept	accept	computing skeleton [2026-09-03]		
context-free-grammar	formal-grammar	accept	computing skeleton [2026-09-03]		
parsing	data-processing	accept	computing skeleton [2026-09-03]		
recursive-descent-parser	parser	accept	computing skeleton [2026-09-03]		
data-compression	data-processing	accept	computing skeleton [2026-09-03]		
lossless-compression	data-compression	accept	computing skeleton [2026-09-03]		
lossy-compression	data-compression	accept	computing skeleton [2026-09-03]		
huffman-coding	entropy-encoding	accept	computing skeleton [2026-09-03]		
arithmetic-coding	entropy-encoding	accept	computing skeleton [2026-09-03]		
lempel-ziv	compression-algorithm	accept	computing skeleton [2026-09-03]		
deflate	compression-algorithm	accept	computing skeleton [2026-09-03]		
deflate	compression-format	accept	computing skeleton [2026-09-03]		
run-length-encoding	compression-algorithm	accept	computing skeleton [2026-09-03]		
entropy-encoding	compression-algorithm	accept	computing skeleton [2026-09-03]		
compression-algorithm	data-compression	accept	computing skeleton [2026-09-03]		
information-theory	mathematics	accept	computing skeleton [2026-09-03]		
information-theory	computer-science	accept	computing skeleton [2026-09-03]		
information-entropy	quantity	accept	computing skeleton [2026-09-03]		
shannon-source-coding-theorem	theorem	accept	computing skeleton [2026-09-03]		
channel-capacity	quantity	accept	computing skeleton [2026-09-03]		
mutual-information	quantity	accept	computing skeleton [2026-09-03]		
noisy-channel-coding-theorem	theorem	accept	computing skeleton [2026-09-03]		
kolmogorov-complexity	quantity	accept	computing skeleton [2026-09-03]		
error-detection-and-correction	data-processing-technique	accept	computing skeleton [2026-09-03]		
hamming-code	error-correcting-code	accept	computing skeleton [2026-09-03]		
reed-solomon-code	error-correcting-code	accept	computing skeleton [2026-09-03]		
error-correcting-code	code	accept	computing skeleton [2026-09-03]		
parity-bit	code	accept	computing skeleton [2026-09-03]		
data-structure	concept	accept	computing skeleton [2026-09-03]		
linked-list	list	accept	computing skeleton [2026-09-03]		
dynamic-array	array-data-structure	accept	computing skeleton [2026-09-03]		
queue-data-structure	abstract-data-type	accept	computing skeleton [2026-09-03]		
double-ended-queue	queue-data-structure	accept	computing skeleton [2026-09-03]		
priority-queue	abstract-data-type	accept	computing skeleton [2026-09-03]		
binary-heap	tree-data-structure	accept	computing skeleton [2026-09-03]		
tree-data-structure	data-structure	accept	computing skeleton [2026-09-03]		
binary-tree	tree-data-structure	accept	computing skeleton [2026-09-03]		
