# sub	sup	accept|reject	reason	sub_wn	sup_wn
# --- computing batch 1 (WordNet): wordnet  ---
regular-expression	pattern-matching	reject	a regex is a pattern, not the matching technique		
software-sandbox	runtime-system	reject	a security mechanism, not a runtime		
taxonomy	classification-scheme	accept			
text-file	plain-text	reject	a file is not the data it holds	06510977	
turtle-syntax	n-triples	reject	Turtle is a superset of N-Triples, not a kind of it		
# --- computing batch 5: wordnet  ---
anonymous-ftp	file-transfer-protocol	reject	a practice of using FTP, not a kind of protocol	06665612	06665370
# --- computing batch 5: wikidata  ---
data-retrieval	information-retrieval	accept		13550940	
matrix	array-data-structure	reject	second reading 2026-09-03: a mathematical matrix is not a data structure (Wikidata's edge)		
static-program-analysis	algorithm	reject	second reading 2026-09-03: an activity, not an algorithm		
backtracking-search	information-retrieval	reject	second reading 2026-09-03: a search algorithm, not information retrieval		
character-encoding	data-type	reject	second reading 2026-09-03: an encoding is a code, not a data type		
code	algorithm	reject	second reading 2026-09-03: code is the arrangement of instructions, not an algorithm		
code	codec	reject	second reading 2026-09-03: a codec is a program that encodes; code is not		
csv	data-type	reject	second reading 2026-09-03: a file format, not a data type		
data-input-device	user-interface	reject	second reading 2026-09-03: a device is not an interface		
output-device	user-interface	reject	second reading 2026-09-03: a device is not an interface		
data-lake	data-warehouse	reject	second reading 2026-09-03: a lake holds raw data; a warehouse holds curated data		
database-view	database-table	reject	second reading 2026-09-03: a view is a stored query, not a table		
digital-signature	identifier	reject	second reading 2026-09-03: a signature authenticates; it does not identify		
dynamic-programming	programming-paradigm	reject	second reading 2026-09-03: an algorithm design technique, not a programming paradigm		
eager-evaluation	algorithm	reject	second reading 2026-09-03: an evaluation strategy, not an algorithm		
lazy-evaluation	algorithm	reject	second reading 2026-09-03: an evaluation strategy, not an algorithm		
matrix	array-data-structure	reject	second reading 2026-09-03: the mathematical object is not a data structure; mathematics owns it		
memory-paging	virtual-memory	reject	second reading 2026-09-03: a technique, not a memory		
motto	authentication	reject	second reading 2026-09-03: a saying is not authentication; Wikidata noise		
namespace	identifier	reject	second reading 2026-09-03: a namespace contains identifiers		
parser	algorithm	reject	second reading 2026-09-03: a program, not an algorithm		
pattern-matching	conditional-statement	reject	second reading 2026-09-03: a technique, not a statement		
race-condition	security-vulnerability	reject	second reading 2026-09-03: a bug that is only sometimes exploitable		
record-data-type	data-chunk	reject	second reading 2026-09-03: a data type, not a chunk of data		
record-data-type	program-variable	reject	second reading 2026-09-03: a data type, not a variable		
semantic-web	knowledge-graph	reject	second reading 2026-09-03: a set of standards, not a graph		
single-board-computer	motherboard	reject	second reading 2026-09-03: a computer built on one board is not the board		
static-typing	static-program-analysis	reject	second reading 2026-09-03: a property of a type system, checked by analysis		
symbolic-link	reference-data-type	reject	second reading 2026-09-03: a file, not a data type		
symmetric-key-cryptography	algorithm	reject	second reading 2026-09-03: a class of cryptography, not one algorithm		
text-file	file-format	reject	second reading 2026-09-03: a file, not a format		
backtracking-search	information-retrieval	reject	second reading 2026-09-03: a search algorithm, not information retrieval		
breadth-first-search	information-retrieval	reject	second reading 2026-09-03: a graph algorithm, not information retrieval		
depth-first-search	information-retrieval	reject	second reading 2026-09-03: a graph algorithm, not information retrieval		
linear-search	information-retrieval	reject	second reading 2026-09-03: an algorithm, not information retrieval		
string-searching-algorithm	information-retrieval	reject	second reading 2026-09-03: an algorithm, not information retrieval		
parallel-computing	concurrent-programming	reject	second reading 2026-09-03: a form of computation, not of programming		
program-statement	control-flow	reject	second reading 2026-09-03: a syntactic unit, not control flow		
subroutine	control-flow	reject	second reading 2026-09-03: a unit of code, not control flow		
social-engineering-attack	security-vulnerability	reject	second reading 2026-09-03: an attack, not a vulnerability		
zero-day-exploit	security-vulnerability	reject	second reading 2026-09-03: an exploit, not the vulnerability it uses		
program-constant	program-variable	reject	second reading 2026-09-03: a constant does not vary		
