sub	sup	status	for	against
data-field	group	single	wordnet	
data-field	phenomenon	single	sumo	
data-field	set	accepted	claude wordnet	
data-input-device	artifact	single	wordnet	
data-input-device	equipment	single	wordnet	
data-input-device	hardware	single	wikidata	
data-input-device	interface	dissented	wikidata	
data-input-device	peripheral	accepted	claude-ruling wikidata wordnet	
data-input-device	physical-object	single	wordnet	
data-input-device	user-interface	dissented	wikidata	
data-integrity	property	accepted	claude-ruling	
data-lake	data-warehouse	accepted	claude-ruling wikidata	
data-lake	electronic-database	accepted	claude-ruling	
data-lineage	information	accepted	claude-ruling	
data-lineage	metadata	accepted	claude-ruling	
data-link-layer	concept	accepted	claude-ruling	
data-mining	accomplishment	single	sumo	
data-mining	act	single	sumo	
data-mining	action	single	opencyc	
data-mining	activity	single	sumo	
data-mining	data-processing	accepted	claude claude-ruling wordnet	
data-mining	event	accepted	opencyc sumo	
data-mining	phenomenon	single	sumo	
data-mining	procedure	single	sumo	
data-mining	process	single	wordnet	
data-mining	situation	single	opencyc	
data-mining	volition	single	sumo	
data-operation	accomplishment	single	sumo	
data-operation	act	single	sumo	
data-operation	activity	single	sumo	
data-operation	data-processing	accepted	claude claude-ruling wordnet	
data-operation	event	single	sumo	
data-operation	phenomenon	single	sumo	
data-operation	procedure	single	sumo	
data-operation	process	single	wordnet	
data-operation	volition	single	sumo	
data-pipeline	data-processing	accepted	claude-ruling	
data-processing	accomplishment	single	sumo	
data-processing	act	single	sumo	
data-processing	action	single	opencyc	
data-processing	activity	single	sumo	
data-processing	event	accepted	opencyc sumo	
data-processing	phenomenon	single	sumo	
data-processing	procedure	single	sumo	
data-processing	process	accepted	claude wordnet	
data-processing	situation	single	opencyc	
data-processing	volition	single	sumo	
data-redundancy	property	accepted	claude-ruling	
data-replication	data-processing	accepted	claude-ruling	
data-retention	practice	accepted	claude-ruling	
data-retrieval	accomplishment	single	sumo	
data-retrieval	act	single	sumo	
data-retrieval	activity	single	sumo	
data-retrieval	computer-operation	accepted	claude-ruling wordnet	
data-retrieval	data-operation	single	wordnet	
data-retrieval	data-processing	single	wordnet	
data-retrieval	event	single	sumo	
data-retrieval	information-retrieval	accepted	claude wikidata	
data-retrieval	phenomenon	single	sumo	
data-retrieval	procedure	single	sumo	
data-retrieval	process	single	wordnet	
data-retrieval	volition	single	sumo	
data-storage	accomplishment	single	sumo	
data-storage	act	single	sumo	
data-storage	activity	single	sumo	
data-storage	computer-operation	accepted	claude wordnet	
data-storage	data-operation	single	wordnet	
data-storage	data-processing	accepted	claude-ruling wordnet	
data-storage	event	single	sumo	
data-storage	phenomenon	single	sumo	
data-storage	procedure	single	sumo	
data-storage	process	single	wordnet	
data-storage	product	single	yago	
data-storage	volition	single	sumo	
data-structure	cognition	dissented	wordnet	
data-structure	concept	accepted	claude-ruling	
data-structure	information	single	yago	
data-structure	product	single	yago	
data-synchronization	action	single	opencyc	
data-synchronization	data-processing	accepted	claude-ruling	
data-synchronization	event	single	opencyc	
data-synchronization	situation	single	opencyc	
data-type	concept	accepted	claude-ruling	
data-type	information	single	yago	
data-type	product	single	yago	
data-warehouse	electronic-database	accepted	claude-ruling	
database	collection	accepted	claude-ruling	
database	information	accepted	claude-ruling	
database-consistency	property	accepted	claude-ruling	
database-index	data-structure	accepted	claude-ruling wikidata	
database-journal	computer-file	single	wikidata	
database-journal	data-file	single	wikidata	
database-journal	log-file	accepted	claude-ruling wikidata	
database-management-system	code	accepted	sumo wordnet	
database-management-system	computer-program	single	sumo	
database-management-system	information	accepted	wordnet yago	
database-management-system	measure	single	sumo	
database-management-system	product	single	yago	
database-management-system	routine	single	sumo	
database-management-system	signified	single	sumo	
database-management-system	software	accepted	claude claude-ruling wikidata wordnet	
database-normalization	data-processing	accepted	claude-ruling	
database-partition	data-structure	accepted	claude-ruling	
database-schema	metadata	accepted	claude-ruling	
database-shard	database-partition	accepted	claude-ruling	
database-table	data-structure	accepted	claude-ruling	
database-table	information	single	opencyc	
database-transaction	data-processing	accepted	claude-ruling	
database-trigger	subroutine	accepted	claude-ruling	
database-view	data-structure	accepted	claude-ruling	
database-view	database-table	accepted	claude-ruling wikidata	
datagram	network-packet	accepted	claude-ruling	
datalog	logic-programming	accepted	claude-ruling	
datalog	query-language	accepted	claude-ruling	
datomic	database-management-system	accepted	claude-ruling	
dbpedia	knowledge-base	accepted	claude-ruling	
deadlock	software-bug	dissented	wikidata	
deadlock	state	accepted	claude-ruling	
death-roll	roster	single	claude	
debian	linux-distribution	accepted	claude-ruling	
debian-package	package-format	accepted	claude-ruling	
debugger	code	accepted	sumo wordnet	
debugger	computer-program	accepted	sumo wordnet	
debugger	information	accepted	wordnet yago	
debugger	measure	single	sumo	
debugger	product	single	yago	
debugger	programming-tool	accepted	claude-ruling	
debugger	routine	single	sumo	
debugger	signified	single	sumo	
debugger	software	single	wordnet	
debugging	action	single	opencyc	
debugging	activity	accepted	claude-ruling	
debugging	event	single	opencyc	
debugging	situation	single	opencyc	
debugging	work	single	opencyc	
decentralized-storage	peer-to-peer	accepted	claude-ruling	
decision-table	artifact	single	sumo	
decision-table	contract-condition	single	sumo	
decision-table	indication	single	sumo	
decision-table	information	accepted	sumo wordnet	
decision-table	language	single	wordnet	
decision-table	line-of-text	single	sumo	
decision-table	multidimensional-language	accepted	claude wordnet	
decision-table	phenomenon	single	sumo	
decision-table	physical-object	single	sumo	
decision-table	programming-language	single	wordnet	
decision-table	tabular-array	single	wikidata	
decision-table	text	single	sumo	
decision-table	universe	single	sumo	
declarative-programming	computer-programming	accepted	claude wikidata	
declarative-programming	programming-paradigm	accepted	claude-ruling wikidata	
declarative-programming	skill	single	wikidata	
dedicated-file-server	artifact	accepted	sumo wordnet	
dedicated-file-server	computer	single	wordnet	
dedicated-file-server	device	accepted	sumo wordnet	
dedicated-file-server	digital-computer	single	wordnet	
dedicated-file-server	file-server	accepted	claude wordnet	
dedicated-file-server	machine	accepted	sumo wordnet	
dedicated-file-server	machinery	single	sumo	
dedicated-file-server	phenomenon	single	sumo	
dedicated-file-server	physical-object	single	wordnet	
dedicated-file-server	universe	single	sumo	
deflate	compression-algorithm	accepted	claude-ruling	
deflate	compression-format	accepted	claude-ruling	
demo	software-object	single	opencyc	
demodulation	accomplishment	single	sumo	
demodulation	act	single	sumo	
demodulation	activity	single	sumo	
demodulation	artifact	single	wordnet	
demodulation	communication	single	sumo	
demodulation	event	single	sumo	
demodulation	information	single	sumo	
demodulation	phenomenon	single	sumo	
demodulation	physical-object	single	wordnet	
demodulation	procedure	single	sumo	
demodulation	reception	single	wordnet	
demodulation	signal-processing	accepted	claude-ruling	
demodulation	universe	single	sumo	
demodulation	volition	single	sumo	
denial-of-service-attack	action	single	opencyc	
denial-of-service-attack	cyberattack	accepted	claude-ruling	
denial-of-service-attack	event	single	opencyc	
denial-of-service-attack	situation	single	opencyc	
denormalization	data-processing	accepted	claude-ruling	
dependency-hell	state	accepted	claude-ruling	
dependency-injection	computer-science	single	wikidata	
dependency-injection	inversion-of-control	accepted	claude wikidata	
dependency-injection	software-architecture	single	wikidata	
dependency-injection	software-design-pattern	accepted	claude-ruling	
depth-first-search	algorithm	accepted	claude wikidata	
depth-first-search	graph-algorithm	accepted	claude-ruling	
depth-first-search	information-retrieval	dissented	wikidata	
design-by-contract	software-development-methodology	accepted	claude-ruling	
desktop-computer	artifact	accepted	opencyc sumo wordnet	
desktop-computer	computer	accepted	opencyc wikidata wordnet	
desktop-computer	device	accepted	opencyc sumo wordnet	
desktop-computer	digital-computer	single	wordnet	
desktop-computer	machine	accepted	sumo wikidata wordnet	
desktop-computer	machinery	single	sumo	
desktop-computer	personal-computer	accepted	opencyc wikidata wordnet	
desktop-computer	phenomenon	single	sumo	
desktop-computer	physical-object	single	wordnet	
desktop-computer	product	single	opencyc	
desktop-computer	structure	single	opencyc	
desktop-computer	system	single	opencyc	
desktop-computer	universe	single	sumo	
desktop-environment	information	single	yago	
desktop-environment	product	single	yago	
desktop-environment	system-software	accepted	claude-ruling	
desktop-publishing	accomplishment	single	sumo	
desktop-publishing	act	accepted	sumo wordnet	
desktop-publishing	activity	single	sumo	
desktop-publishing	commerce	single	wordnet	
desktop-publishing	commercial-enterprise	accepted	claude wordnet	
desktop-publishing	creation	single	sumo	
desktop-publishing	event	accepted	sumo wordnet	
desktop-publishing	industry	single	sumo	
desktop-publishing	manufacture	single	sumo	
desktop-publishing	phenomenon	single	sumo	
desktop-publishing	procedure	single	sumo	
desktop-publishing	transaction	single	wordnet	
desktop-publishing	volition	single	sumo	
device-driver	code	accepted	sumo wordnet	
device-driver	computer-program	accepted	sumo wordnet	
device-driver	information	accepted	wordnet yago	
device-driver	measure	single	sumo	
device-driver	product	single	yago	
device-driver	routine	single	sumo	
device-driver	signified	single	sumo	
device-driver	software	accepted	wikidata wordnet	
device-driver	utility-program	accepted	claude wordnet	
devops	software-development-methodology	accepted	claude-ruling	
dhcp	application-layer-protocol	accepted	claude-ruling	
diagnostic-program	code	single	wordnet	
diagnostic-program	computer-program	single	wordnet	
diagnostic-program	information	single	wordnet	
diagnostic-program	software	single	wordnet	
diagnostic-program	utility-program	accepted	claude wordnet	
dialect	programming-language	single	wikidata	
dialog-box	artifact	single	wordnet	
dialog-box	device	single	wordnet	
dialog-box	gui-window	accepted	claude-ruling wordnet	
dialog-box	information	single	sumo	
dialog-box	phenomenon	single	sumo	
dialog-box	physical-object	single	wordnet	
dialog-box	universe	single	sumo	
dictionary	hard-copy	single	sumo	
differential-analyzer	analog-computer	accepted	claude wordnet	
differential-analyzer	artifact	accepted	sumo wordnet	
differential-analyzer	computer	single	wordnet	
differential-analyzer	device	accepted	sumo wordnet	
differential-analyzer	machine	accepted	sumo wordnet	
differential-analyzer	machinery	single	sumo	
differential-analyzer	phenomenon	single	sumo	
differential-analyzer	physical-object	single	wordnet	
differential-analyzer	universe	single	sumo	
differentiation	mathematical-process	single	claude	
digital-archive	database	single	wikidata	
digital-archive	digital-library	accepted	claude-ruling wikidata	
digital-archive	electronic-database	single	wikidata	
digital-archive	software	single	wikidata	
digital-archive	web-site	single	wikidata	
digital-audiotape	audiotape.artifact	single	claude	
digital-certificate	artifact	single	opencyc	
digital-certificate	computer-file	accepted	claude wikidata	
digital-certificate	data-file	accepted	claude wikidata	
digital-certificate	document	accepted	claude-ruling	
digital-computer	artifact	accepted	sumo wordnet	
digital-computer	computer	accepted	sumo wikidata wordnet	
digital-computer	device	accepted	sumo wordnet	
digital-computer	machine	accepted	wikidata wordnet	
digital-computer	phenomenon	single	sumo	
digital-computer	physical-object	single	wordnet	
digital-computer	universe	single	sumo	
digital-library	database	single	wikidata	
digital-library	electronic-database	accepted	claude-ruling wikidata	
digital-library	library	single	yago	
digital-library	organization	single	yago	
digital-library	place	single	yago	
digital-library	software	single	wikidata	
digital-library	web-site	single	wikidata	
digital-object-identifier	persistent-identifier	accepted	claude-ruling	
digital-preservation	practice	accepted	claude-ruling	
digital-signal	signal	accepted	claude-ruling	
digital-signature	identifier	dissented	wikidata	
digital-signature	information	accepted	claude-ruling wikidata	
dijkstra-algorithm	graph-algorithm	accepted	claude-ruling	
dip-switch	artifact	accepted	sumo wordnet	
dip-switch	component	single	sumo	
dip-switch	device	accepted	sumo wordnet	
dip-switch	electric-switch	accepted	sumo wordnet	
dip-switch	mechanism	accepted	sumo wordnet	
dip-switch	phenomenon	single	sumo	
dip-switch	physical-object	single	wordnet	
dip-switch	universe	single	sumo	
directed-acyclic-graph	directed-graph	accepted	claude-ruling opencyc wikidata	
directed-acyclic-graph	graph	single	wikidata	
directed-acyclic-graph	system	single	opencyc	
directed-graph	concept	accepted	claude-ruling	
directed-graph	graph	dissented	wikidata	
directed-graph	system	single	opencyc	
directory	hard-copy	single	sumo	
disambiguator	application	single	wordnet	
disambiguator	code	accepted	sumo wordnet	
disambiguator	computer-program	accepted	sumo wordnet	
disambiguator	information	single	wordnet	
disambiguator	measure	single	sumo	
disambiguator	natural-language-processor	accepted	claude wordnet	
disambiguator	routine	single	sumo	
disambiguator	signified	single	sumo	
disambiguator	software	single	wordnet	
disaster-recovery	practice	accepted	claude-ruling	
discography	catalogue	single	claude	
disk-access	accomplishment	single	sumo	
disk-access	act	single	sumo	
disk-access	activity	single	sumo	
disk-access	data-operation	single	wordnet	
disk-access	data-processing	single	wordnet	
disk-access	event	single	sumo	
disk-access	memory-access	accepted	claude-ruling wordnet	
disk-access	phenomenon	single	sumo	
disk-access	procedure	single	sumo	
disk-access	process	single	wordnet	
disk-access	volition	single	sumo	
disk-block	data-block	accepted	claude-ruling	
disk-block	quantity	single	sumo	
disk-cache	artifact	single	wordnet	
disk-cache	computer-cache	accepted	claude wordnet	
disk-cache	data-buffer	single	wordnet	
disk-cache	device	single	wordnet	
disk-cache	physical-object	single	wordnet	
disk-controller	artifact	single	wordnet	
disk-controller	device	single	wordnet	
disk-controller	mechanism	accepted	claude wordnet	
disk-controller	physical-object	single	wordnet	
disk-drive	artifact	accepted	opencyc sumo wordnet	
disk-drive	device	accepted	opencyc sumo wordnet	
disk-drive	machine	single	sumo	
disk-drive	machinery	single	sumo	
disk-drive	phenomenon	single	sumo	
disk-drive	physical-object	single	wordnet	
disk-drive	product	single	opencyc	
disk-drive	storage-drive	accepted	claude wordnet	
disk-drive	universe	single	sumo	
disk-error	computer-error	single	wordnet	
disk-error	event	single	wordnet	
disk-error	hardware-error	accepted	claude wordnet	
disk-file	artifact	single	sumo	
disk-file	computer-file	accepted	claude wordnet	
disk-file	contract-condition	single	sumo	
disk-file	data-file	single	wordnet	
disk-file	indication	accepted	sumo wordnet	
disk-file	information	accepted	sumo wordnet	
disk-file	line-of-text	single	sumo	
disk-file	phenomenon	single	sumo	
disk-file	physical-object	single	sumo	
disk-file	text	single	sumo	
disk-file	universe	single	sumo	
disk-image	artifact	single	opencyc	
disk-image	computer-file	accepted	claude-ruling wikidata	
disk-image	data-file	accepted	claude wikidata	
disk-image	dataset	single	yago	
disk-image	device	single	opencyc	
disk-image	information	single	yago	
disk-image	product	accepted	opencyc yago	
disk-operating-system	code	single	wordnet	
disk-operating-system	information	single	wordnet	
disk-operating-system	operating-system	accepted	claude wikidata wordnet	
disk-operating-system	software	accepted	wikidata wordnet	
disk-overhead	physical-object	single	wordnet	
disk-overhead	place	single	wordnet	
disk-overhead	quantity	single	sumo	
disk-overhead	region	dissented	wordnet	
disk-overhead	storage-capacity	accepted	claude-ruling	
disk-pack	collection	accepted	sumo wordnet	
disk-pack	group	single	wordnet	
disk-pack	phenomenon	single	sumo	
disk-partition	data-block	accepted	claude-ruling	
disk-partitioning	data-processing	accepted	claude-ruling	
disk-seek	event	accepted	sumo wordnet	
disk-seek	phenomenon	single	sumo	
diskette	artifact	single	wordnet	
diskette	device	single	wordnet	
diskette	magnetic-disk	accepted	claude-ruling wordnet	
diskette	physical-object	single	wordnet	
display-adapter	artifact	accepted	sumo wordnet	
display-adapter	device	accepted	sumo wordnet	
display-adapter	machine	single	sumo	
display-adapter	machinery	single	sumo	
display-adapter	phenomenon	single	sumo	
display-adapter	physical-object	single	wordnet	
display-adapter	universe	single	sumo	
display-device	hardware	single	wikidata	
display-device	interface	single	wikidata	
display-device	output-device	accepted	claude-ruling wikidata	
display-device	peripheral	single	wikidata	
display-device	user-interface	single	wikidata	
display-resolution	natural-event	dissented	wordnet	
display-resolution	phenomenon	single	wordnet	
display-resolution	process	single	wordnet	
display-resolution	property	accepted	claude-ruling	
display-resolution	quantity	single	sumo	
display-resolution	vector	single	sumo	
distributed-computing	computer-programming	single	wikidata	
distributed-computing	computer-science	accepted	claude wikidata	
distributed-computing	concurrent-programming	single	wikidata	
distributed-computing	data-processing	accepted	claude-ruling	
distributed-computing	parallel-computing	accepted	claude wikidata	
distributed-computing	skill	single	wikidata	
distributed-consensus	computational-problem	accepted	claude-ruling	
distributed-data-processing	accomplishment	single	sumo	
distributed-data-processing	act	single	sumo	
distributed-data-processing	activity	single	sumo	
distributed-data-processing	data-processing	accepted	claude wordnet	
distributed-data-processing	event	single	sumo	
distributed-data-processing	phenomenon	single	sumo	
distributed-data-processing	procedure	single	sumo	
distributed-data-processing	process	single	wordnet	
distributed-data-processing	volition	single	sumo	
distributed-file-system	file-system	accepted	claude-ruling wikidata	
distributed-file-system	software	single	wikidata	
distributed-hash-table	associative-array	single	wikidata	
distributed-hash-table	data-structure	single	wikidata	
distributed-hash-table	distributed-system	accepted	claude-ruling	
distributed-hash-table	hash-table	accepted	claude-ruling wikidata	
distributed-system	computer-system	accepted	claude-ruling	
distributed-version-control	information	single	yago	
distributed-version-control	product	single	yago	
distributed-version-control	version-control	accepted	claude-ruling	
distribution-list	list	single	claude	
divide-and-conquer-algorithm	algorithm	accepted	claude-ruling wikidata	
division	arithmetic-operation	single	claude	
division	computation	accepted	claude wordnet	
dns-record	data-record	accepted	claude-ruling	
docker	software	accepted	claude-ruling	
docker	software-container	accepted	claude-ruling	
docket	calendar.communication	single	claude	
document-object-model	application-programming-interface	accepted	claude-ruling	
document-object-model	data-model	accepted	claude-ruling	
document-oriented-database	database-management-system	accepted	claude-ruling wikidata	
document-oriented-database	nosql	accepted	claude wikidata	
document-oriented-database	software	single	wikidata	
domain-name	identifier	accepted	claude-ruling	
domain-name	indication	single	sumo	
domain-name	information	accepted	opencyc sumo	
domain-name	name	accepted	claude wordnet	
domain-name	part	single	wordnet	
domain-name	phenomenon	single	sumo	
domain-name	physical-object	single	sumo	
domain-name	universe	single	sumo	
domain-name-system	communications-protocol	accepted	claude-ruling	
domain-name-system	distributed-system	accepted	claude-ruling	
domain-ontology	computational-ontology	accepted	claude-ruling wikidata	
domain-ontology	database	single	wikidata	
domain-ontology	knowledge-base	single	wikidata	
domain-specific-language	computer-language	accepted	claude-ruling	
dominance	partial-order	dissented	wikidata	
dongle	artifact	accepted	sumo wordnet	
dongle	device	accepted	sumo wordnet	
dongle	hardware	single	wikidata	
dongle	peripheral	accepted	claude wikidata	
dongle	phenomenon	single	sumo	
dongle	physical-object	single	wordnet	
dongle	universe	single	sumo	
dot-matrix-printer	artifact	single	wordnet	
dot-matrix-printer	device	single	wordnet	
dot-matrix-printer	equipment	single	wordnet	
dot-matrix-printer	hardware	single	wikidata	
dot-matrix-printer	machine	single	wordnet	
dot-matrix-printer	peripheral	accepted	wikidata wordnet	
dot-matrix-printer	physical-object	single	wordnet	
dot-matrix-printer	printer	accepted	wikidata wordnet	
double-ended-queue	data-structure	single	wikidata	
double-ended-queue	queue-data-structure	accepted	claude-ruling wikidata	
double-ended-queue	stack-data-structure	dissented	wikidata	
drop-down-menu	computer-menu	accepted	claude wordnet	
drop-down-menu	information	single	wordnet	
drop-down-menu	list	single	wordnet	
dubbing	audio	single	claude	
dublin-core	metadata-standard	accepted	claude-ruling	
duck-typing	dynamic-typing	accepted	claude-ruling wikidata	
duck-typing	type-system	single	wikidata	
dump-routine	code	accepted	sumo wordnet	
dump-routine	computer-program	single	sumo	
dump-routine	information	single	wordnet	
dump-routine	measure	single	sumo	
dump-routine	routine	single	sumo	
dump-routine	signified	single	sumo	
dump-routine	software	single	wordnet	
dump-routine	subroutine	single	wordnet	
dump-routine	utility-routine	accepted	claude wordnet	
dyadic-operation	accomplishment	single	sumo	
dyadic-operation	act	single	sumo	
dyadic-operation	activity	single	sumo	
dyadic-operation	computer-operation	accepted	claude-ruling	
dyadic-operation	data-operation	accepted	claude wordnet	
dyadic-operation	data-processing	single	wordnet	
dyadic-operation	event	single	sumo	
dyadic-operation	phenomenon	single	sumo	
dyadic-operation	procedure	single	sumo	
dyadic-operation	process	single	wordnet	
dyadic-operation	volition	single	sumo	
dynamic-array	array-data-structure	accepted	claude-ruling wikidata	
dynamic-array	data-structure	single	wikidata	
dynamic-link-library	computer-file	single	wikidata	
dynamic-link-library	data-file	single	wikidata	
dynamic-link-library	information	single	opencyc	
dynamic-link-library	shared-library	accepted	claude-ruling wikidata	
dynamic-link-library	software	single	wikidata	
dynamic-link-library	software-library	single	wikidata	
dynamic-programming	method	accepted	claude-ruling	
dynamic-programming	programming-paradigm	dissented	wikidata	
dynamic-typing	type-system	accepted	claude-ruling wikidata	
eager-evaluation	algorithm	dissented	wikidata	
eager-evaluation	data-processing-technique	accepted	claude-ruling	
eager-evaluation	method	accepted	claude-ruling	
editor-program	application	accepted	claude wordnet	
editor-program	code	accepted	sumo wordnet	
editor-program	computer-program	accepted	sumo wordnet	
editor-program	information	single	wordnet	
editor-program	measure	single	sumo	
editor-program	routine	single	sumo	
editor-program	signified	single	sumo	
editor-program	software	single	wordnet	
electronic-circuit	device	accepted	claude-ruling	
electronic-data-processing	accomplishment	single	sumo	
electronic-data-processing	act	single	sumo	
electronic-data-processing	activity	single	sumo	
electronic-data-processing	automatic-data-processing	accepted	claude wordnet	
electronic-data-processing	data-processing	accepted	claude-ruling wordnet	
electronic-data-processing	event	single	sumo	
electronic-data-processing	phenomenon	single	sumo	
electronic-data-processing	procedure	single	sumo	
electronic-data-processing	process	single	wordnet	
electronic-data-processing	volition	single	sumo	
electronic-database	code	single	sumo	
electronic-database	computer-program	single	sumo	
electronic-database	database	accepted	claude-ruling wikidata	
electronic-database	information	accepted	claude wordnet	
electronic-database	measure	single	sumo	
electronic-database	routine	single	sumo	
electronic-database	signified	single	sumo	
electronic-database	software	single	wikidata	
electronic-database	web-site	dissented	wikidata	
elixir-language	programming-language	accepted	claude-ruling	
elm-language	programming-language	accepted	claude-ruling	
embedded-database	database-management-system	accepted	claude-ruling wikidata	
embedded-database	software	single	wikidata	
embedded-database	software-library	accepted	claude wikidata	
embedded-system	computer	accepted	claude-ruling wikidata	
embedded-system	computer-system	accepted	claude-ruling	
embedded-system	machine	single	wikidata	
eml-file-format	file-format	accepted	claude-ruling	
emoji	symbol	accepted	claude-ruling	
encryption	data-processing	accepted	claude-ruling	
end-to-end-encryption	encryption	accepted	claude-ruling wikidata	
endianness	algorithm	single	opencyc	
endianness	code	accepted	claude-ruling	
endianness	information	single	opencyc	
entropy-encoding	compression-algorithm	accepted	claude-ruling	
entropy-encoding	data-compression	accepted	claude wikidata	
enumerated-type	data-type	accepted	claude-ruling wikidata	
enumeration	list	single	claude	
environment-variable	information	single	opencyc	
environment-variable	program-variable	accepted	claude-ruling wikidata	
epub	document-file-format	accepted	claude-ruling	
erasable-programmable-read-only-memory	artifact	single	wordnet	
erasable-programmable-read-only-memory	component	single	wordnet	
erasable-programmable-read-only-memory	computer-memory	single	wordnet	
erasable-programmable-read-only-memory	device	single	wordnet	
erasable-programmable-read-only-memory	hardware	single	wordnet	
erasable-programmable-read-only-memory	physical-object	single	wordnet	
erasable-programmable-read-only-memory	read-only-memory	accepted	claude-ruling wordnet	
erasure-code	error-correcting-code	accepted	claude-ruling	
erlang-language	programming-language	accepted	claude-ruling	
error-correcting-code	code	accepted	claude claude-ruling wordnet	
error-correcting-code	information	single	wordnet	
error-correcting-code	measure	single	sumo	
error-correcting-code	routine	single	sumo	
error-correcting-code	signified	single	sumo	
error-detection-and-correction	data-processing-technique	accepted	claude-ruling	
error-detection-and-correction	telecommunication	accepted	claude wikidata	
estimate	computation	single	sumo	
ethernet	artifact	single	wordnet	
ethernet	communications-protocol	accepted	claude-ruling	
ethernet	computer-network	accepted	claude-ruling wordnet	
ethernet	local-area-network	accepted	claude wordnet	
ethernet	physical-object	single	wordnet	
ethernet-hub	hardware	accepted	claude wikidata	
ethernet-hub	networking-hardware	accepted	claude-ruling	
event-driven-programming	computer-programming	accepted	claude wikidata	
event-driven-programming	programming-paradigm	accepted	claude-ruling	
event-driven-programming	skill	single	wikidata	
event-loop	software-design-pattern	accepted	claude-ruling	
event-sourcing	software-design-pattern	accepted	claude-ruling	
eventual-consistency	property	accepted	claude-ruling	
examination	computation	single	sumo	
exception-handling	control-flow	accepted	claude wikidata	
exception-handling	data-processing-technique	accepted	claude-ruling	
executable-and-linkable-format	file-format	accepted	claude-ruling	
executable-file	celestial-body	single	sumo	
executable-file	code	single	wordnet	
executable-file	computer-program	accepted	wikidata wordnet	
executable-file	information	single	wordnet	
executable-file	phenomenon	single	sumo	
executable-file	software	single	wordnet	
executable-file	universe	single	sumo	
execution-speed	attribute	single	wordnet	
execution-speed	pace	accepted	claude wordnet	
execution-speed	quantity	single	sumo	
execution-speed	vector	single	sumo	
execution-thread	process	accepted	claude-ruling	
exif	metadata-standard	accepted	claude-ruling	
exponentiation	mathematical-process	single	claude	
ext4	journaling-file-system	accepted	claude-ruling	
extract-transform-load	data-processing	accepted	claude-ruling	
f-sharp	programming-language	accepted	claude-ruling	
faceted-search	information-retrieval	accepted	claude-ruling wikidata	
factory-method-pattern	software-design-pattern	accepted	claude-ruling wikidata	
failover	data-processing-technique	accepted	claude-ruling	
faq	artifact	single	sumo	
faq	contract-condition	single	sumo	
faq	indication	single	sumo	
faq	information	accepted	opencyc sumo wordnet	
faq	line-of-text	single	sumo	
faq	list	accepted	claude wordnet	
faq	phenomenon	single	sumo	
faq	physical-object	single	sumo	
faq	text	single	sumo	
faq	universe	single	sumo	
fault-tolerance	software-quality-attribute	accepted	claude-ruling	
fedora-linux	linux-distribution	accepted	claude-ruling	
feed	web-feed	accepted	claude-ruling	
fiber-optic-communication	telecommunication	accepted	claude-ruling	
field-programmable-gate-array	chip	accepted	claude-ruling wikidata	
file-archiver	information	single	yago	
file-archiver	product	single	yago	
file-archiver	utility-program	accepted	claude-ruling	
file-attribute	metadata	accepted	claude-ruling	
file-directory	catalog	dissented	wikidata	
file-directory	collection	single	wikidata	
file-directory	computer-file	accepted	claude-ruling	
file-directory	group	single	wikidata	
file-directory	information	single	wordnet	
file-directory	list	accepted	claude wordnet	
file-directory	publication	single	wikidata	
file-format	information	accepted	claude-ruling yago	
file-format	product	single	yago	
file-path	character-string	accepted	claude-ruling wikidata	
file-path	data-type	single	wikidata	
file-path	identifier	accepted	claude-ruling	
file-server	artifact	accepted	opencyc sumo wordnet	
file-server	computer	accepted	opencyc sumo wikidata wordnet	
file-server	device	accepted	opencyc sumo wordnet	
file-server	digital-computer	accepted	claude wordnet	
file-server	machine	accepted	wikidata wordnet	
file-server	phenomenon	single	sumo	
file-server	physical-object	single	wordnet	
file-server	product	single	opencyc	
file-server	structure	single	opencyc	
file-server	system	single	opencyc	
file-server	universe	single	sumo	
file-synchronization	data-synchronization	accepted	claude-ruling	
file-system	data-structure	accepted	claude-ruling	
file-system	information	single	yago	
file-system	product	single	yago	
file-system	software	accepted	claude wikidata	
file-system	system-software	accepted	claude-ruling	
file-transfer-protocol	application-layer-protocol	accepted	claude-ruling	
file-transfer-protocol	attribute	single	sumo	
file-transfer-protocol	communications-protocol	accepted	claude wordnet	
file-transfer-protocol	information	single	wordnet	
file-transfer-protocol	normal	single	sumo	
file-transfer-protocol	property	single	sumo	
filename	artifact	single	sumo	
filename	contract-condition	single	sumo	
filename	identifier	single	wikidata	
filename	indication	single	sumo	
filename	information	accepted	sumo wikidata	
filename	line-of-text	single	sumo	
filename	name	accepted	wikidata wordnet	
filename	part	single	wordnet	
filename	phenomenon	single	sumo	
filename	physical-object	single	sumo	
filename	text	single	sumo	
filename	universe	single	sumo	
filename-extension	identifier	accepted	claude-ruling	
finite-automaton	model-of-computation	accepted	claude-ruling	
firmware	code	accepted	claude wordnet	
firmware	hardware	dissented	wikidata	
firmware	information	accepted	wordnet yago	
firmware	measure	single	sumo	
firmware	product	single	yago	
firmware	routine	single	sumo	
firmware	signified	single	sumo	
firmware	software	accepted	claude-ruling wikidata	
fixed-cycle-operation	accomplishment	single	sumo	
fixed-cycle-operation	act	single	sumo	
fixed-cycle-operation	activity	single	sumo	
fixed-cycle-operation	computer-operation	accepted	claude-ruling	
fixed-cycle-operation	data-operation	accepted	claude wordnet	
fixed-cycle-operation	data-processing	single	wordnet	
