# sub	sup	accept|reject	reason	sub_wn	sup_wn
# --- medicine batch 1: wordnet  ---
pharmacokinetics	pharmacology	accept		06055529	06054892
pharmacologist	pharmacist	accept		10421753	10421470
pharmacology	medical-specialty	accept		06054892	06043075
pharmacy	medical-specialty	accept		06055300	06043075
phlebothrombosis	trouble	reject	a disease	14353008	07289014
photocoagulator	surgical-instrument	accept		03924532	04364545
phototherapy	radiotherapy	accept		00705886	00705580
pick's-disease	presenile-dementia	accept		14396431	14395955
placebo	medication	accept		03952696	03740161
plaque	decorative-design	reject	same; a pathological patch	05244239	03178782
play-therapy	psychotherapy.act	accept		00704159	00700652
pleomorphic-rhabdomyosarcoma	rhabdomyosarcoma	accept		14245928	14245405
plexor	hammer	accept		03966751	03481172
pneumococcal-vaccine	antigen	accept		03971771	15037339
pneumonectomy	ablation	accept		00687135	00393369
poliovirus-vaccine	antigen	accept		03978130	15037339
polygraph	instrument	accept		03979492	03574816
polymyxin	antibacterial	accept		03979717	02716205
port-access-coronary-bypass-surgery	closed-heart-surgery	accept		00676160	00675357
posology	pharmacology	accept		06055692	06054892
postnasal-drip	symptom	accept		14333721	14299637
potentiation	process	accept		13539422	00029677
powder.artifact	artifact	accept		03994008	00021939
powder.artifact	medication	accept		03994008	03740161
premenstrual-syndrome	syndrome	accept		14308311	14304060
presenile-dementia	dementia	accept		14395955	14395403
prevalence	ratio	accept		13824114	13819207
primary-care-physician	doctor	accept		10471948	10020890
primaxin	antibacterial	accept		04002536	02716205
probationer	nurse	accept		10477713	10366966
probe.artifact	surgical-instrument	accept		04006411	04364545
probenecid	medication	accept		04006584	03740161
proctologist	medical-specialist	accept		10478827	10632576
proctology	medical-specialty	accept		06062225	06043075
proctoplasty	plastic-surgery	accept		00690933	00690501
proctoscope	endoscope	accept		04007415	03286572
prodrome	symptom	accept		14303877	14299637
progressive-vaccinia	vaccinia	accept		14089719	14358022
prostate-cancer	adenocarcinoma	accept		14252067	14246710
prostatectomy	ablation	accept		00687252	00393369
prosthetics	medical-specialty	accept		06049091	06043075
prosthodontics	dentistry	accept		06049250	06047430
prosthodontist	dentist	accept		10458696	10004282
proteosome-vaccine	antigen	accept		04015652	15037339
protozoal-infection	condition	accept		14178913	13920835
psychiatry	medical-specialty	accept		06055946	06043075
psychoanalysis	psychotherapy.act	accept		00704305	00700652
psychosis	condition	accept		14398067	13920835
psychosurgery	brain-surgery	accept		00667384	00667246
psychotherapy	psychiatry	accept		06056923	06055946
puerperal-fever	blood-poisoning	accept		14190493	14189837
purgative	medication	accept		04025748	03740161
purulence	symptom	accept		14312600	14299637
pycnosis	disease	accept		14076667	14070360
pyemia	blood-poisoning	accept		14190736	14189837
pyocyanase	antibacterial	accept		04028881	02716205
pyocyanin	antibacterial	accept		04029015	02716205
pyuria	symptom	accept		14316583	14299637
quack	doctor	reject	an untrained pretender, by the gloss	10497202	10020890
quack	wrongdoer	accept		10497202	09633969
radial-keratotomy	keratotomy	accept		00680018	00679910
radical-hysterectomy	hysterectomy	accept		00677434	00677174
radical-mastectomy	mastectomy	accept		00685837	00685508
radiographer	medical-specialist	accept		10503965	10632576
radiologist	medical-specialist	accept		10504206	10632576
radium-therapy	radiotherapy	accept		00706019	00705580
ramsay-hunt-syndrome	syndrome	accept		14308945	14304060
raw-wound	wound	accept		14286339	14298815
reciprocal-inhibition	behavior-therapy	accept		00702659	00700979
rectocele	colpocele	accept		14297150	14295691
rehabilitation	physical-therapy	accept		00700260	00700000
reiter's-syndrome	syndrome	accept		14309183	14304060
rejection.phenomenon	natural-event	accept		11505318	11408559
resistance.attribute	disposition	accept		04646372	04623612
respiratory-disease	disease	accept		14145095	14070360
respiratory-tract-infection	condition	accept		14179104	13920835
restless-legs-syndrome	syndrome	accept		14309394	14304060
retractor	surgical-instrument	accept		04083800	04364545
reye's-syndrome	condition	accept		14309653	13920835
reye's-syndrome	syndrome	accept		14309653	14304060
rhabdomyosarcoma	sarcoma	accept		14245405	14246359
rheumatism	disease	accept		14080210	14070360
rheumatology	medical-specialty	accept		06062655	06043075
rhinolaryngology	medical-specialty	accept		06062842	06043075
rhinorrhea	symptom	accept		14567134	14299637
rhinoscope	instrument	accept		04086937	03574816
robotic-telesurgery	microsurgery	accept		00685196	00684988
rope-burn	abrasion	accept		14286995	14286549
rubefacient	medication	accept		04117089	03740161
saddle-sore	gall	accept		14184506	14184390
salpingectomy	ablation	accept		00687365	00393369
sandfly-fever	disease	accept		14219487	14070360
sapremia	sepsis	accept		14190132	14180848
sarcoma	cancer	accept		14246359	14239918
scabies	condition	accept		14180327	13920835
scald	burn	accept		14290107	14289590
scalenus-syndrome	syndrome	accept		14309938	14304060
scalpel	surgical-knife	accept		04142434	04364827
scar	symptom	accept		14363483	14299637
scatology	work	reject	an analysis, a procedure	00646504	00575741
schistosomiasis	condition	accept		14180565	13920835
scorch	burn	accept		14289942	14289590
scrub-nurse	nurse	accept		10565197	10366966
second-degree-burn	burn	accept		14291295	14289590
sedation	administration	accept		00695300	00694990
sedative	medication	accept		04166553	03740161
self-analysis	psychotherapy.act	accept		00705433	00700652
seminoma	carcinoma	accept		14252184	14242337
senile-dementia	dementia	accept		14396707	14395403
sepsis	condition	accept		14180848	13920835
septectomy	ablation	accept		00687472	00393369
serology	medicine	accept		06063072	06045562
shiner	bruise	accept		14289387	14288871
shipping-fever	animal-disease	accept		14272620	14253124
shipping-fever	blood-poisoning	accept		14272620	14189837
shirodkar's-operation	operation	accept		00691879	00671351
shock.state	illness	accept		14067076	14061805
shortwave-diathermy-machine	diathermy-machine	accept		04205613	03189818
sigmoidectomy	ablation	accept		00687619	00393369
sigmoidoscope	endoscope	accept		04217387	03286572
sign.state	evidence	accept		14301785	05823932
simple-fracture	fracture	accept		14294117	14292090
simple-mastectomy	mastectomy	accept		00686027	00685508
skin-cancer	carcinoma	accept		14252320	14242337
skin-disease	disease	accept		14219661	14070360
snake-oil	substance	accept		15043579	00020827
snakebite	bite.state	accept		14287647	14287408
snare	surgical-instrument	accept		04249204	04364545
sneeze	process	accept		14314850	00029677
soothing-syrup	medication	accept		04260816	03740161
sore	condition	accept		14183065	13920835
space-medicine	medical-specialty	accept		06063275	06043075
spasm	act	reject	a symptom, nobody does it	00226107	00030358
spaying	neutering	accept		00692726	00692506
specific	medication	accept		04271640	03740161
spectinomycin	antibacterial	accept		04272541	02716205
speculum	instrument	accept		04273285	03574816
splenectomy	ablation	accept		00687769	00393369
split-brain-technique	brain-surgery	accept		00667612	00667246
spondylolisthesis	dislocation	accept		14294517	14291561
sports-medicine	medical-specialty	accept		06063417	06043075
sprain	wrench	accept		14299336	14299070
stapedectomy	ablation	accept		00687857	00393369
staphylococcal-infection	condition	accept		14184801	13920835
steatorrhea	symptom	accept		14567956	14299637
sterilization	operation	accept		00692130	00671351
stethoscope	instrument	accept		04317175	03574816
stoma	passage	accept		05246215	05248181
strangulation	act	reject	a pathological condition	00227264	00030358
streptococcal-sore-throat	inflammatory-disease	accept		14184986	14171682
streptomycin	antibacterial	accept		04336380	02716205
streptothricin	antibacterial	accept		04336533	02716205
stridor	symptom	accept		14568194	14299637
sty	condition	accept		14185219	13920835
subtilin	antibacterial	accept		04348854	02716205
succedaneum	cognition	reject	dropped — obscure	05696941	00023271
sucralfate	medication	accept		04349701	03740161
suction-curettage	abortion	accept		00669687	00230324
suction-curettage	curettage	accept		00669687	00669481
sunburn	first-degree-burn	accept		14290365	14291173
sunburn	skin-disease	accept		14290365	14219661
superinfection	condition	accept		14185353	13920835
suppository	medication	accept		04361381	03740161
suprainfection	condition	accept		14185503	13920835
surgeon-general	medical-officer	accept		10679503	10305635
surgical-contraception	sterilization	accept		00853487	00692130
surgical-instrument	instrument	accept		04364545	03574816
surgical-knife	knife	accept		04364827	03623556
surgical-knife	surgical-instrument	accept		04364827	04364545
swelling	state	accept		14315192	00024720
sympathectomy	ablation	accept		00687964	00393369
syringe	instrument	accept		04376876	03574816
tapeworm-infection	condition	accept		14185620	13920835
tetanus	condition	accept		14185803	13920835
tetany	syndrome	accept		14310504	14304060
tetralogy-of-fallot	condition	accept		14469766	13920835
tetralogy-of-fallot	syndrome	accept		14469766	14304060
therapeutics	medical-specialty	accept		06064345	06043075
thermocautery	cautery	accept		00697887	00668112
thermograph	instrument	accept		04421417	03574816
third-degree-burn	burn	accept		14291435	14289590
thoracic-medicine	medical-specialty	accept		06064683	06043075
thoracic-outlet-syndrome	syndrome	accept		14310830	14304060
thrombectomy	ablation	accept		00688098	00393369
thrombocytosis	symptom	accept		14268221	14299637
thyroidectomy	ablation	accept		00688220	00393369
tietze's-syndrome	syndrome	accept		14310987	14304060
tincture	medication	accept		04439122	03740161
tinnitus	symptom	accept		14568359	14299637
tobramycin	antibacterial	accept		04443588	02716205
token-economy	behavior-therapy	accept		00702992	00700979
tonic	medication	accept		04451473	03740161
tonsillectomy	ablation	accept		00688317	00393369
total-hysterectomy	hysterectomy	accept		00677613	00677174
tourette's-syndrome	syndrome	accept		14311117	14304060
toxemia	blood-poisoning	accept		14190907	14189837
toxic-shock	syndrome	accept		14470144	14304060
toxicology	pharmacology	accept		06064462	06054892
toxoplasmosis	condition	accept		14186046	13920835
transorbital-lobotomy	lobotomy	accept		00684450	00684128
transurethral-resection-of-the-prostate	resection	accept		00694088	00691050
traumatology	medical-specialty	accept		06064838	06043075
trench-foot	frostbite	accept		14299480	14294678
trepan	surgical-instrument	accept		04479526	04364545
trephination	operation	accept		00694276	00671351
trichomoniasis	protozoal-infection	accept		14186256	14178913
trophoblastic-cancer	carcinoma	accept		14252722	14242337
truss	bandage	accept		04492585	02785648
tubal-ligation	ligation	accept		00148446	00148242
tubal-ligation	surgical-contraception	accept		00148446	00853487
tyrocidine	antibacterial	accept		04505706	02716205
tyrosine-kinase-inhibitor	medication	accept		04506005	03740161
tyrothricin	antibacterial	accept		04506125	02716205
umbilical-hernia	hernia	accept		14297489	14295389
upper-respiratory-infection	respiratory-tract-infection	accept		14180213	14179104
uratemia	condition	accept		14572353	13920835
uratemia	symptom	accept		14572353	14299637
uraturia	symptom	accept		14572503	14299637
uricaciduria	condition	accept		14572951	13920835
uricaciduria	symptom	accept		14572951	14299637
urinalysis	diagnosis	accept		00646332	00152727
urinalysis	work	reject	same	00646332	00575741
urology	medical-specialty	accept		06065208	06043075
vaccinia	condition	accept		14358022	13920835
vancomycin	antibacterial	accept		04520618	02716205
vasectomy	ablation	accept		00716179	00393369
vasectomy	surgical-contraception	accept		00716179	00853487
vermicide	medication	accept		04528354	03740161
vermifuge	medication	accept		04528630	03740161
veterinary-medicine	medical-specialty	accept		06065423	06043075
viomycin	antibacterial	accept		04537235	02716205
viral-infection	condition	accept		14186340	13920835
virology	medical-specialty	accept		06065640	06043075
visceral-leishmaniasis	leishmaniasis	accept		14181049	14178077
visiting-nurse	nurse	accept		10756937	10366966
vitrectomy	eye-operation	accept		00680658	00673863
vulvectomy	ablation	accept		00716676	00393369
wart	appearance	reject	a lesion, not an aspect	04696432	04673965
wart	skin-disease	accept		04696432	14219661
waterhouse-friderichsen-syndrome	syndrome	accept		14470496	14304060
wheeziness	symptom	accept		14372855	14299637
williams-syndrome	syndrome	accept		14470754	14304060
wilms'-tumor	sarcoma	accept		14246097	14246359
withdrawal-symptom	symptom	accept		14373057	14299637
x-ray-therapy	radiotherapy	accept		00706133	00705580
xenotransplant	transplant	accept		01268271	00693679
zollinger-ellison-syndrome	syndrome	accept		14471054	14304060
# --- medicine wikidata batch 1: wikidata  ---
allergist	medical-specialist	accept		09784306	10632576
allergist	scientist	reject	a physician	09784306	10560637
aluminum	medicating	reject	Wikidata mis-mapped medication onto the act sense; alignment overridden	14627820	00664110
amputation	accident	reject	a surgical procedure	00666350	07301336
analgesic	medicating	reject	same	02707683	00664110
angiogenesis-inhibitor	medicating	reject	same	02711422	00664110
angiologist	medical-specialist	accept		09793830	10632576
anthrax	animal-disease	accept		14072423	14253124
antiarrhythmic	medicating	reject	same	02715941	00664110
anticholinergic	medicating	reject	same	02717901	00664110
anticoagulant	medicating	reject	same	02718259	00664110
anticonvulsant	medicating	reject	same	02718469	00664110
antidepressant	medicating	reject	same	02718811	00664110
antiemetic	medicating	reject	same	02719750	00664110
antigen	chemical	accept		15037339	14806838
antispasmodic	medicating	reject	same	02724533	00664110
antitussive	medicating	reject	same	02725242	00664110
bacteriology	biology	accept		06046692	06037666
biomedicine	practice-of-medicine	reject	a field is not the profession	06046898	00612160
blackwater-fever	malaria	accept		14073331	14077830
bleeding	clinical-sign	accept		14288235	14301785
bronchodilator	medicating	reject	same	02905612	00664110
burn	clinical-sign	reject	an injury	14289590	14301785
cardiology	practice-of-medicine	reject	same	06047275	00612160
clinical-neurology	medical-specialty	accept		06078978	06043075
clinical-neurology	practice-of-medicine	reject	same	06078978	00612160
clinician	medical-specialist	reject	need not be a specialist	09929577	10632576
coma	clinical-sign	accept		05680193	14301785
copper	medicating	reject	same	14635722	00664110
cough	clinical-sign	accept		14359174	14301785
counterirritant	medicating	reject	same	03117776	00664110
cryosurgery	surgery	reject	a technique, not the branch	00668829	06063588
debridement	care	reject	a procedure	00669932	00267522
debridement	service	reject	same	00669932	01209576
decongestant	medicating	reject	same	03169271	00664110
dementia	clinical-sign	reject	a disorder	14395403	14301785
dentist	medical-specialist	reject	dentistry is not a medical specialty in this sense	10004282	10632576
dentistry	practice-of-medicine	reject	same	06047430	00612160
dentistry	service	reject	a field	06047430	01209576
douche	shower	reject	a syringe	03228533	04208936
ecchymosis	blunt-trauma	reject	the bruise is the result, not the trauma	14289079	14288725
embryologist	scientist	accept		10051761	10560637
emergency-medicine	pediatrics	reject	Wikidata noise	06049673	06061631
endocrinologist	internist	accept		10056914	10212231
endocrinologist	scientist	reject	a physician	10056914	10560637
endocrinology	biology	accept		06049850	06037666
fatigue-fracture	occupational-disease	reject	an injury	14293352	14079493
fever	clinical-sign	accept		14365356	14301785
fiberscope	endoscope	accept		03332005	03286572
forensic-medicine	law	reject	a branch of medicine	06050257	06161718
forensic-medicine	practice-of-medicine	reject	same	06050257	00612160
frostbite	clinical-sign	reject	an injury	14294678	14301785
gentamicin	medicating	reject	same	03435382	00664110
geriatrics	practice-of-medicine	reject	same	06050650	00612160
gramicidin	chemical	accept		03452055	14806838
gulf-war-syndrome	disease	accept		14305699	14070360
gulf-war-syndrome	illness	accept		14305699	14061805
gumboil	abscess	accept		14183337	14312172
hematologist	internist	accept		10170681	10212231
hernia	disease	accept		14295389	14070360
hot-flash	inflammation	reject	a sensation	14336169	14336539
hygienist	nurse	reject	no	10194969	10366966
hysterectomy	gynecology	reject	a procedure under a field	00677174	06050901
immunology	biology	accept		06051542	06037666
immunology	pediatrics	reject	Wikidata noise	06051542	06061631
immunosuppressant	medicating	reject	same	03562958	00664110
indigestion	clinical-sign	accept		14336317	14301785
intern	servant	reject	no	10211203	10582154
internal-medicine	practice-of-medicine	reject	same	06052300	00612160
iron	medicating	reject	same	14642417	00664110
jaundice	clinical-sign	accept		14319684	14301785
kanamycin	chemical	accept		03608356	14806838
keratoplasty	microsurgery	accept		00681613	00684988
ketonuria	urinalysis	reject	a finding, not the test	14271480	00646332
laryngoscope	endoscope	accept		03643149	03286572
lie-detector	detector	accept		03662452	03180969
medicating	drug	reject	same, inverted	00664110	03247620
meningism	clinical-sign	accept		14359816	14301785
mental-disorder	disease	accept		14083790	14070360
mental-disorder	illness	accept		14083790	14061805
microsurgery	surgery	reject	same	00684988	06063588
nausea	clinical-sign	reject	subjective; a symptom	14359952	14301785
neonatology	biology	reject	a branch of medicine	06061917	06037666
nephrology	internal-medicine	accept		06052521	06052300
neurologist	scientist	reject	a physician	10354265	10560637
neurology	practice-of-medicine	reject	same	06052864	00612160
neurosurgeon	neurologist	reject	different specialties	10354754	10354265
neurosurgery	surgery	accept		00688915	06063588
nosology	practice-of-medicine	reject	same	06053280	00612160
nuclear-medicine	radiology	accept		06052685	06062407
ochronosis	clinical-sign	accept		14268439	14301785
oncology	practice-of-medicine	reject	same	06054266	00612160
ophthalmology	practice-of-medicine	reject	same	06054446	00612160
orthopedics	surgery	accept		06064106	06063588
orthopedist	surgeon	accept		10385159	10679174
over-the-counter-drug	medicating	reject	same	03866176	00664110
palsy	clinical-sign	accept		14316470	14301785
palsy	disease	accept		14316470	14070360
palsy	illness	accept		14316470	14061805
patent-medicine	crime	reject	Wikidata noise	03898936	00766234
pediatrics	practice-of-medicine	reject	same	06061631	00612160
pharmaceutical	medicating	reject	same	03920989	00664110
pharmacologist	scientist	accept		10421753	10560637
pharmacology	biology	accept		06054892	06037666
pharmacy	chemistry	reject	no	06055300	06084469
pneumonia	clinical-sign	reject	a disease	14147627	14301785
podiatry	practice-of-medicine	reject	same	06062076	00612160
polygraph	detector	accept		03979492	03180969
postnasal-drip	rhinorrhea	accept		14333721	14567134
prescription-drug	medicating	reject	same	03999280	00664110
primary-care-physician	general-practitioner	accept		10471948	10126009
psychiatry	practice-of-medicine	reject	same	06055946	00612160
psychosurgery	neurosurgery	accept		00667384	00688915
psychotherapy	therapy	reject	the branch under the act	06056923	00661091
purgative	medicating	reject	same	04025748	00664110
radiographer	specialist	accept		10503965	10631941
radiology	medical-specialty	accept		06062407	06043075
radiology	practice-of-medicine	reject	same	06062407	00612160
ramsay-hunt-syndrome	disease	accept		14308945	14070360
ramsay-hunt-syndrome	illness	accept		14308945	14061805
respiratory-tract-infection	infection	reject	core's infection is the transmission incident	14179104	07360647
rheumatologist	internist	accept		10528023	10212231
rheumatology	practice-of-medicine	reject	same	06062655	00612160
rhinoscope	endoscope	accept		04086937	03286572
rubefacient	medicating	reject	same	04117089	00664110
rupture	disease	reject	an injury or state	14295248	14070360
scar	tissue	accept		14363483	05267345
shock	catatonic-schizophrenia	reject	absurd; this shock is the feeling	07510625	14399116
shock	clinical-sign	reject	same	07510625	14301785
sneeze	clinical-sign	accept		14314850	14301785
spasm	clinical-sign	accept		00226107	14301785
spondylolisthesis	genetic-disease	reject	not necessarily inherited	14294517	14151139
sports-medicine	internal-medicine	reject	no	06063417	06052300
stridor	clinical-sign	accept		14568194	14301785
sudorific	medicating	reject	same	04350347	00664110
surgeon	medical-specialist	accept		10679174	10632576
surgical-drain	equipment	accept		03232158	03294048
syringe	tool	accept		04376876	04451818
tea	medical-infusion	reject	a beverage	07933274	00323532
tobramycin	medicating	reject	same	04443588	00664110
toxicology	biology	accept		06064462	06037666
toxicology	chemistry	accept		06064462	06084469
toxoplasmosis	animal-disease	accept		14186046	14253124
traumatology	therapy	reject	a field	06064838	00661091
tropical-medicine	practice-of-medicine	reject	same	06065020	00612160
tyrosine-kinase-inhibitor	medicating	reject	same	04506005	00664110
ulcer	clinical-sign	accept		14211609	14301785
veterinarian	medical-specialist	accept		10749715	10632576
veterinary-medicine	practice-of-medicine	reject	same	06065423	00612160
virology	biology	accept		06065640	06037666
virus	pathogen	accept		01328702	01386007
# --- medicine batch 2: wordnet  ---
anemia	condition	accept		14195315	13920835
argentine-hemorrhagic-fever	hemorrhagic-fever	accept		14073505	14177423
blood-extravasation	bleeding	accept		14370526	14288235
cerebral-hemorrhage	bleeding	accept		14370391	14288235
compensation	defense-mechanism	accept		13450636	13459322
crimea-congo-hemorrhagic-fever	hemorrhagic-fever	accept		14179390	14177423
dentist	medical-practitioner	accept		10004282	10305802
displacement	defense-mechanism	accept		13467009	13459322
doctor	medical-practitioner	accept		10020890	10305802
ebola-hemorrhagic-fever	hemorrhagic-fever	accept		14135623	14177423
griseofulvin	penicillin	accept		03460674	03910033
hemorrhagic-stroke	bleeding	accept		14288561	14288235
hyphema	bleeding	accept		14370726	14288235
idealization	defense-mechanism	accept		13495636	13459322
infantile-autism	autism	accept		05897255	05896998
inlay	dental-filling	accept		03572631	03338287
inoculator	medical-practitioner	accept		10207514	10305802
intellectualization	defense-mechanism	accept		13501059	13459322
jungle-fever	malaria	accept		14073795	14077830
lassa-fever	hemorrhagic-fever	accept		14135956	14177423
marburg-disease	hemorrhagic-fever	accept		14265722	14177423
medical-officer	medical-practitioner	accept		10305635	10305802
metrorrhagia	bleeding	accept		14370825	14288235
nursing-matron	nurse	accept		10303186	10366966
penicillin-f	penicillin	accept		03910601	03910033
penicillin-g	penicillin	accept		03910723	03910033
penicillin-o	penicillin	accept		03910887	03910033
penicillin-v	penicillin	accept		03911039	03910033
penicillinase-resistant-antibiotic	penicillin	accept		03910417	03910033
psychological-conversion	defense-mechanism	accept		13452947	13459322
psychological-denial	defense-mechanism	accept		13461951	13459322
psychological-isolation	defense-mechanism	accept		13503673	13459322
psychological-projection	defense-mechanism	accept		13541798	13459322
rationalization	defense-mechanism	accept		13546169	13459322
reaction-formation	defense-mechanism	accept		13546416	13459322
regression	defense-mechanism	accept		13548931	13459322
repression	defense-mechanism	accept		13550089	13459322
rift-valley-fever	hemorrhagic-fever	accept		14179569	14177423
sabin-vaccine	poliovirus-vaccine	accept		04122011	03978130
salk-vaccine	poliovirus-vaccine	accept		04130715	03978130
ulemorrhagia	bleeding	accept		14371082	14288235
zymosis	infection-process	accept		13575226	13498404
griseofulvin	penicillin	reject	not a penicillin — a fungicidal antibiotic from Penicillium, which is not the same thing	03460674	03910033
# --- medicine batch 3: wordnet  ---
nafcillin	penicillinase-resistant-antibiotic	accept		03804493	03910417
overcompensation	psychological-compensation	accept		13529616	13450636
oxacillin	penicillinase-resistant-antibiotic	accept		03867355	03910417
penicillin-v-potassium	penicillin-v	accept		03911251	03911039
anthrax	animal-disease	reject	second reading 2026-09-03: a zoonosis that infects humans; WordNet's own gloss says a disease of humans		
toxoplasmosis	animal-disease	reject	second reading 2026-09-03: infects humans		
amphotericin	antibacterial	reject	second reading 2026-09-03: an antifungal; WordNet's antibiotic ⊑ antibacterial chain misfiles the antifungals		
antimycin	antibacterial	reject	second reading 2026-09-03: an antifungal antibiotic		
nystatin	antibacterial	reject	second reading 2026-09-03: an antifungal		
doxorubicin	antibacterial	reject	second reading 2026-09-03: an anticancer antibiotic, not an antibacterial drug		
mitomycin	antibacterial	reject	second reading 2026-09-03: an antineoplastic, not an antibacterial drug		
antineoplastic-antibiotic	antibacterial	reject	second reading 2026-09-03: used against tumours, not bacteria		
dental-impression	device	reject	second reading 2026-09-03: a mould of the teeth, not a device		
urinalysis	diagnosis	reject	second reading 2026-09-03: a test that informs a diagnosis, not a diagnosis		
pharmacologist	pharmacist	reject	second reading 2026-09-03: a scientist of drugs, not a dispenser of them		
