# sub	sup	accept|reject	reason	sub_wn	sup_wn — rulings Claude made under Peter's standing permission (moved out of review.tsv 2026-09-03 so attribution is honest; the `claude-ruling` witness)
copyright	concept	accept	economics skeleton [2026-09-03]	06473168	05835747
trademark	information	accept	economics skeleton [2026-09-03]		00033020
license	legal-document	accept	economics skeleton [2026-09-03]	06549661	06479665
price	concept	accept	economics skeleton [2026-09-03]	05163807	05835747
pricing-strategy	plan	accept	economics skeleton [2026-09-03]		05898568
cost-plus-pricing	pricing-strategy	accept	economics skeleton [2026-09-03]		
penetration-pricing	pricing-strategy	accept	economics skeleton [2026-09-03]		
price-skimming	pricing-strategy	accept	economics skeleton [2026-09-03]		
psychological-pricing	pricing-strategy	accept	economics skeleton [2026-09-03]		
dynamic-pricing	pricing-strategy	accept	economics skeleton [2026-09-03]		
price-discrimination	pricing-strategy	accept	economics skeleton [2026-09-03]		
auction	sale	accept	economics skeleton [2026-09-03]	00092366	01114824
english-auction	auction	accept	economics skeleton [2026-09-03]		00092366
dutch-auction	auction	accept	economics skeleton [2026-09-03]	01115734	00092366
vickrey-auction	auction	accept	economics skeleton [2026-09-03]		00092366
reverse-auction	auction	accept	economics skeleton [2026-09-03]		00092366
combinatorial-auction	auction	accept	economics skeleton [2026-09-03]		00092366
sealed-bid-auction	auction	accept	economics skeleton [2026-09-03]		00092366
double-auction	auction	accept	economics skeleton [2026-09-03]		00092366
auction-bid	purchase-price	accept	economics skeleton [2026-09-03]		13303315
bidding	act	accept	economics skeleton [2026-09-03]		00030358
reservation-price	purchase-price	accept	economics skeleton [2026-09-03]		13303315
market-clearing	process	accept	economics skeleton [2026-09-03]		00029677
business-model	concept	accept	economics skeleton [2026-09-03]		05835747
revenue-model	concept	accept	economics skeleton [2026-09-03]		05835747
value-proposition	concept	accept	economics skeleton [2026-09-03]		05835747
subscription-business-model	business-model	accept	economics skeleton [2026-09-03]		
freemium	business-model	accept	economics skeleton [2026-09-03]		
loss-leader	pricing-strategy	accept	economics skeleton [2026-09-03]		
product-bundling	pricing-strategy	accept	economics skeleton [2026-09-03]		
international-trade	commercial-trade	accept	economics skeleton [2026-09-03]		01091905
import	commercial-trade	accept	economics skeleton [2026-09-03]	03564667	01091905
renting	contract	accept	economics skeleton [2026-09-03]		06520944
sales-contract	contract	accept	economics skeleton [2026-09-03]		06520944
trade-credit	credit	accept	economics skeleton [2026-09-03]		13378518
peer-to-peer-lending	loan	accept	economics skeleton [2026-09-03]		13398953
hoard	possession	accept	economics skeleton [2026-09-03]	13366912	00032613
salary	income	accept	economics skeleton [2026-09-03]		13255145
earnest-payment	payment-amount	accept	economics skeleton [2026-09-03]	13350182	13278375
spot-price	purchase-price	accept	economics skeleton [2026-09-03]	13305373	13303315
forward-price	purchase-price	accept	economics skeleton [2026-09-03]		13303315
strike-price	purchase-price	accept	economics skeleton [2026-09-03]		13303315
list-price	purchase-price	accept	economics skeleton [2026-09-03]	13305070	13303315
market-price	purchase-price	accept	economics skeleton [2026-09-03]		13303315
ask-price	purchase-price	accept	economics skeleton [2026-09-03]		13303315
bid-price	purchase-price	accept	economics skeleton [2026-09-03]	13304186	13303315
working-capital	capital	accept	economics skeleton [2026-09-03]		13353607
black-market	market	accept	economics skeleton [2026-09-03]	01097739	
grey-market	market	accept	economics skeleton [2026-09-03]	01098071	
labor-market	market	accept	economics skeleton [2026-09-03]	01098404	
producer	economic-agent	accept	economics skeleton [2026-09-03]	10480018	
bank-card	payment-card	accept	economics skeleton, leftovers [2026-09-03]	13376426	
capital-loss	expense	accept	economics skeleton, leftovers [2026-09-03]		13275495
chart-of-accounts	document	accept	economics skeleton, leftovers [2026-09-03]		06470073
trial-balance	document	accept	economics skeleton, leftovers [2026-09-03]		06470073
classified-advertising	information	accept	economics skeleton, leftovers [2026-09-03]		00033020
debt-restructuring	procedure	accept	economics skeleton, leftovers [2026-09-03]		01023820
deductible	payment-amount	accept	economics skeleton, leftovers [2026-09-03]		13278375
financial-capital	possession	accept	economics skeleton, leftovers [2026-09-03]		00032613
physical-capital	possession	accept	economics skeleton, leftovers [2026-09-03]		00032613
front-running	crime	accept	economics skeleton, leftovers [2026-09-03]		00766234
market-manipulation	crime	accept	economics skeleton, leftovers [2026-09-03]		00766234
pump-and-dump	fraud	accept	economics skeleton, leftovers [2026-09-03]		00753685
money-laundering	crime	accept	economics skeleton, leftovers [2026-09-03]		00766234
market-abuse	crime	accept	economics skeleton, leftovers [2026-09-03]		00766234
ponzi-scheme	fraud	accept	economics skeleton, leftovers [2026-09-03]		00753685
pyramid-scheme	fraud	accept	economics skeleton, leftovers [2026-09-03]		00753685
genesis-block	information	accept	economics skeleton, leftovers [2026-09-03]		00033020
insurance-policy	contract	accept	economics skeleton, leftovers [2026-09-03]		06520944
ipfs	software	accept	economics skeleton, leftovers [2026-09-03]		06566077
portfolio	possession	accept	economics skeleton, leftovers [2026-09-03]		00032613
purchase-order	document	accept	economics skeleton, leftovers [2026-09-03]		06470073
stock-split	event	accept	economics skeleton, leftovers [2026-09-03]		00029378
sunk-cost	expense	accept	economics skeleton, leftovers [2026-09-03]		13275495
underwriting	financial-services	accept	economics skeleton, leftovers [2026-09-03]		01098698
blockchain-block	information	accept	economics skeleton, leftovers [2026-09-03]		00033020
peer-to-peer	concept	accept	coarse hinge so the Swarm/wallet chain reaches a root when economics is adopted alone; the computing pack refines it to software-architecture [2026-09-03]		
opportunity-cost	concept	accept	second reading [2026-09-03]		
accrual-basis	procedure	accept	second reading [2026-09-03]		
cash-basis	procedure	accept	second reading [2026-09-03]		
pooling-of-interest	procedure	accept	second reading [2026-09-03]		
audited-account	procedure	accept	second reading [2026-09-03]		
limited-review	procedure	accept	second reading [2026-09-03]		
baron	businessman	accept	second reading [2026-09-03]		
cash-card	payment-card	accept	second reading [2026-09-03]		
convertible-bond	bond	accept	second reading [2026-09-03]		
convertible-bond	security-finance	accept	second reading [2026-09-03]		
fleet	group	accept	second reading [2026-09-03]		
gratuity	payment-amount	accept	second reading [2026-09-03]		
gross-profit	income	accept	second reading [2026-09-03]		
licensee	person	accept	second reading [2026-09-03]		
loan-point	fee	accept	second reading [2026-09-03]		
over-the-counter-market	financial-market	accept	second reading [2026-09-03]		
straight-line-method	procedure	accept	second reading [2026-09-03]		
valuation	price	accept	second reading [2026-09-03]		
